ID_REF,Label,Nb_Anchor_Neighbors,Nb_Edges,Nb_Positives,Nb_Negatives,Pearson_Mean,Pearson_Std,Pearson_Max,Pearson_Min
AT1G01060,Dormancy,"[0, 0]",22,0,22,0.8622501769722593,0.015817957514436036,0.9016071299449818,0.8406111904882736
AT1G01010,Candidate,"[1, 0]",1,1,0,0.8853502823179474,0.0,0.8853502823179474,0.8853502823179474
AT1G01020,Candidate,"[0, 2]",2,2,0,0.8806587291738633,0.040583103220512284,0.9212418323943756,0.8400756259533511
AT1G01040,Candidate,"[3, 1]",4,4,0,0.8739100399862642,0.02617373998282181,0.9180607321064059,0.8500852407163171
AT1G01050,Candidate,"[2, 1]",3,2,1,0.8841308199905503,0.04195094096067639,0.9428585124157849,0.8474789165584465
AT1G01080,Candidate,"[10, 14]",24,20,4,0.9109289934161385,0.03885064450881118,0.9814104936618471,0.8457619541624236
AT1G01090,Candidate,"[12, 17]",29,25,4,0.9009936187789743,0.041654536189706826,0.9875804683791494,0.8403425530127161
AT1G01100,Candidate,"[11, 12]",23,20,3,0.9221083063539435,0.03974841695075304,0.9830580477906998,0.8437388802459298
AT1G01110,Candidate,"[12, 13]",25,21,4,0.8882867499445526,0.03512511020407337,0.9708363433581039,0.8422804854328501
AT1G01120,Candidate,"[0, 1]",1,1,0,0.875582447492177,0.0,0.875582447492177,0.875582447492177
AT1G01130,Candidate,"[1, 1]",2,2,0,0.8671787850665031,0.004377556409004779,0.871556341475508,0.8628012286574984
AT1G01140,Candidate,"[2, 1]",3,3,0,0.8828431832052951,0.020700511904148247,0.9110838270521819,0.86204331668842
AT1G01160,Candidate,"[6, 5]",11,11,0,0.877501278976312,0.026458804708976828,0.926710193691774,0.8405354483488375
AT1G01170,Candidate,"[5, 2]",7,6,1,0.890316984963641,0.029010737428270133,0.9313338970826769,0.8594683850473692
AT1G01180,Candidate,"[1, 2]",3,2,1,0.8625243966837085,0.018720190728129738,0.8879764928489703,0.8434887200904575
AT1G01200,Candidate,"[2, 0]",2,2,0,0.8639032401591795,0.0029243821195828468,0.8668276222787624,0.8609788580395967
AT1G01210,Candidate,"[3, 1]",4,4,0,0.8504755222160048,0.003652689302897193,0.8542658069764412,0.8444373119557144
AT1G01220,Candidate,"[6, 5]",11,10,1,0.8933474182868854,0.029523711460310208,0.9453023189632239,0.8563771710901815
AT1G01230,Candidate,"[5, 3]",8,8,0,0.8903880512515432,0.02990640824250406,0.9432441558854304,0.8468653229236518
AT1G01240,Candidate,"[12, 3]",15,15,0,0.9170093505376542,0.03457542026902217,0.96607442814914,0.8456077610662631
AT1G01250,Candidate,"[5, 3]",8,8,0,0.887767383637717,0.033026211516289594,0.9333387219808112,0.8487984343372725
AT1G01260,Candidate,"[3, 1]",4,4,0,0.8749865810786861,0.021303088814627825,0.9117081646649267,0.8605037029576419
AT1G01290,Candidate,"[12, 14]",26,22,4,0.9000007287243263,0.036974036748462634,0.9629423679968832,0.8415663670672979
AT1G01300,Candidate,"[10, 11]",21,17,4,0.8960211373708014,0.038607688269622194,0.9665922691570479,0.844388400244259
AT1G01320,Candidate,"[9, 16]",25,19,6,0.8969026118717714,0.03796574718720607,0.9607292303384892,0.8426515082063181
AT1G01350,Candidate,"[0, 3]",3,3,0,0.8736976077149952,0.01871109487422623,0.8971250530190339,0.8513291343862519
AT1G01355,Candidate,"[10, 6]",16,12,4,0.8886354942356015,0.02868254699577804,0.9433583554955611,0.8467295184478009
AT1G01360,Dormancy,"[1, 0]",403,402,1,0.8816735864291303,0.029191697576834326,0.9810548899557386,0.8408590252217883
AT1G01370,Candidate,"[5, 2]",7,7,0,0.8868209715486277,0.025273510997582672,0.9387582801163072,0.8536677381891694
AT1G01430,Candidate,"[10, 12]",22,18,4,0.8934387173616709,0.03544453445990772,0.9791212854074142,0.8463069258761395
AT1G01470,Candidate,"[10, 6]",16,13,3,0.8922958076648098,0.03532036011744124,0.9422960843517151,0.8464976771599397
AT1G01480,Candidate,"[10, 4]",14,14,0,0.918622897676008,0.03617957224387973,0.9550020975204059,0.853805846216326
AT1G01490,Candidate,"[6, 9]",15,15,0,0.874533413431008,0.020672093077931636,0.9168399910556836,0.8406162403647739
AT1G01500,Candidate,"[9, 3]",12,12,0,0.9017511333084487,0.03535281739788204,0.9498624044987456,0.8412166743681116
AT1G01510,Candidate,"[12, 13]",25,22,3,0.915508496399026,0.04561266435887756,0.9910735570517903,0.8430617393367773
AT1G01520,Candidate,"[5, 4]",9,9,0,0.8905962742316041,0.036550599340836695,0.9633002228729397,0.8444723550501284
AT1G01540,Candidate,"[1, 0]",1,1,0,0.8437384116339278,0.0,0.8437384116339278,0.8437384116339278
AT1G01550,Candidate,"[4, 3]",7,6,1,0.8699396971965582,0.023367374863293208,0.9103162082313679,0.8417058413390139
AT1G01600,Candidate,"[1, 1]",2,2,0,0.8630445732845553,0.01602946335691574,0.879074036641471,0.8470151099276395
AT1G01610,Candidate,"[5, 6]",11,11,0,0.8854043192381539,0.02765793361824959,0.9431953172639898,0.8431304417433826
AT1G01620,Candidate,"[4, 4]",8,8,0,0.882017759755794,0.02723050297422915,0.9225286365337932,0.8424556602655101
AT1G01630,Candidate,"[2, 3]",5,3,2,0.8709549330757624,0.021903368497507993,0.9077131094381966,0.8479717422927349
AT1G01640,Candidate,"[1, 2]",3,3,0,0.8816343209783509,0.01657061546133909,0.9015511004494767,0.8609815697950315
AT1G01650,Candidate,"[4, 2]",6,6,0,0.8747095581578193,0.02119743402988463,0.9041390716680595,0.8416512660025814
AT1G01690,Candidate,"[0, 2]",2,2,0,0.8513350021019663,0.00377674358127994,0.8551117456832462,0.8475582585206863
AT1G01720,Candidate,"[13, 4]",17,17,0,0.8995501143152609,0.03625854136852591,0.9829883359653984,0.8470414000554215
AT1G01725,Candidate,"[3, 0]",3,3,0,0.8795331238339449,0.012532431651184499,0.8965458731264632,0.8667235485451575
AT1G01730,Candidate,"[8, 2]",10,10,0,0.8991923013224025,0.02819879278180675,0.9421217813246108,0.866634255366702
AT1G01740,Candidate,"[5, 6]",11,10,1,0.8904546007483446,0.02034886868644842,0.9218041762905282,0.8508695754939133
AT1G01760,Candidate,"[2, 2]",4,3,1,0.8438965048725378,0.0039326502214183405,0.850137396523496,0.8404293422199837
AT1G01770,Candidate,"[1, 0]",1,1,0,0.9111572698466253,0.0,0.9111572698466253,0.9111572698466253
AT1G01790,Candidate,"[8, 13]",21,20,1,0.902928146564544,0.032126725733933485,0.9696632020879408,0.8452473780923095
AT1G01810,Candidate,"[1, 1]",2,2,0,0.867010657700988,0.01264451890788404,0.879655176608872,0.854366138793104
AT1G01820,Candidate,"[9, 3]",12,12,0,0.893508797018936,0.034325232765409795,0.9564312822098121,0.8440736930531111
AT1G01830,Candidate,"[8, 1]",9,9,0,0.8828624748897888,0.017426292546162635,0.9042428581515115,0.8528908835574814
AT1G01840,Candidate,"[0, 1]",1,1,0,0.8460482631920572,0.0,0.8460482631920572,0.8460482631920572
AT1G01860,Candidate,"[11, 13]",24,21,3,0.8861972378513915,0.035876616689953,0.9599840964542878,0.8409380519063802
AT1G01910,Candidate,"[6, 1]",7,7,0,0.8654331854669132,0.024413367022566055,0.9154169159488417,0.8402936483688822
AT1G01920,Candidate,"[8, 5]",13,13,0,0.883676219093875,0.02845732678591078,0.928054783574123,0.8480098420701979
AT1G01930,Candidate,"[4, 1]",5,5,0,0.876219272073763,0.02071805187592607,0.9074045238990895,0.8480259899207021
AT1G01950,Candidate,"[9, 8]",17,15,2,0.8922607240443092,0.03305661211264831,0.9659974205469178,0.844888584848181
AT1G01960,Candidate,"[4, 6]",10,10,0,0.9177081156751395,0.03319924507115785,0.963384927784179,0.8723501713351502
AT1G01970,Candidate,"[0, 1]",1,0,1,0.8428387148160449,0.0,0.8428387148160449,0.8428387148160449
AT1G01990,Candidate,"[4, 2]",6,6,0,0.8703155504365002,0.02258949936066021,0.9165040518596065,0.8465037819647026
AT1G02000,Candidate,"[0, 1]",1,1,0,0.8507150801404773,0.0,0.8507150801404773,0.8507150801404773
AT1G02010,Candidate,"[4, 4]",8,8,0,0.8634936696668766,0.015578879936708246,0.8906073704343267,0.8430384707358088
AT1G02020,Candidate,"[3, 2]",5,5,0,0.8732100659316986,0.021490170012889855,0.9105306998879438,0.8481146099666701
AT1G02050,Candidate,"[6, 4]",10,10,0,0.8821377642903692,0.025451754789275742,0.9316626468968535,0.8492896940056643
AT1G02060,Candidate,"[1, 0]",1,1,0,0.8626218185707359,0.0,0.8626218185707359,0.8626218185707359
AT1G02080,Candidate,"[0, 1]",1,1,0,0.8743022370703019,0.0,0.8743022370703019,0.8743022370703019
AT1G02100,Candidate,"[7, 5]",12,12,0,0.8835840925404125,0.020542090494929215,0.9282311454314315,0.8499936770525663
AT1G02110,Candidate,"[6, 6]",12,12,0,0.8950078216329826,0.02418813058013906,0.9297240488336709,0.855773815870161
AT1G02120,Candidate,"[6, 4]",10,10,0,0.9027886697197859,0.03325345671797044,0.9479013108994165,0.8538720192703922
AT1G02130,Candidate,"[8, 6]",14,12,2,0.8997344018828672,0.03641501697340301,0.9686933507375334,0.8400068810988194
AT1G02140,Candidate,"[11, 6]",17,17,0,0.8775351491848182,0.028651021071651527,0.9401570121603063,0.8401208974668352
AT1G02145,Candidate,"[11, 7]",18,18,0,0.911668009439404,0.03982278464003263,0.9655138978786659,0.8475687516457996
AT1G02150,Candidate,"[2, 0]",2,2,0,0.8924938662865528,0.012074768997464846,0.9045686352840177,0.880419097289088
AT1G02160,Candidate,"[2, 0]",2,2,0,0.8692602878437823,0.004569552911581842,0.8738298407553642,0.8646907349322005
AT1G02180,Candidate,"[11, 10]",21,20,1,0.8919122523927834,0.03610822360114632,0.9616231140786716,0.846382123293981
AT1G02230,Candidate,"[1, 1]",2,1,1,0.8545613169107525,0.01054891696155913,0.8651102338723117,0.8440123999491934
AT1G02260,Candidate,"[2, 0]",2,2,0,0.8636890962375479,0.014079653776697898,0.8777687500142457,0.8496094424608499
AT1G02270,Candidate,"[2, 0]",2,2,0,0.8759263179980117,0.03258247817758819,0.9085087961755999,0.8433438398204235
AT1G02280,Candidate,"[5, 2]",7,7,0,0.8700960617927423,0.02270211154558228,0.911751533846157,0.8407712846046466
AT1G02290,Candidate,"[4, 8]",12,12,0,0.908434162992089,0.03332519861463024,0.9624650582720135,0.8608498255122946
AT1G02305,Candidate,"[4, 2]",6,6,0,0.8780263261863986,0.01670773669232097,0.9074503961624544,0.8565566953239909
AT1G02310,Candidate,"[10, 8]",18,10,8,0.9008225185422479,0.034297058263228916,0.9694772069705607,0.8404399910414154
AT1G02330,Candidate,"[1, 1]",2,2,0,0.8647620462905086,0.009775926411851599,0.8745379727023601,0.8549861198786569
AT1G02370,Candidate,"[9, 5]",14,14,0,0.8925148505138096,0.030511475242525236,0.9632031429515343,0.848863412208043
AT1G02380,Candidate,"[8, 6]",14,13,1,0.8877098008647002,0.03400218933516219,0.9587852075511424,0.8466807853665493
AT1G02390,Candidate,"[6, 5]",11,10,1,0.9113842284784066,0.03739185403338713,0.9748639468217353,0.8535065963113526
AT1G02405,Candidate,"[0, 1]",1,0,1,0.848850417888731,0.0,0.848850417888731,0.848850417888731
AT1G02410,Candidate,"[0, 1]",1,1,0,0.8538168716490196,0.0,0.8538168716490196,0.8538168716490196
AT1G02475,Candidate,"[1, 0]",1,1,0,0.8540806929167981,0.0,0.8540806929167981,0.8540806929167981
AT1G02500,Candidate,"[4, 3]",7,7,0,0.8734456281877522,0.018137344223165635,0.8949281315467349,0.8403197435350818
AT1G02520,Candidate,"[5, 6]",11,7,4,0.8813659803219204,0.032155634970053956,0.9372397996830776,0.8438085196096744
AT1G02560,Candidate,"[7, 8]",15,12,3,0.8893458098357233,0.03466912381295992,0.949333088509331,0.8488971342973701
AT1G02610,Candidate,"[1, 1]",2,2,0,0.8802112350221193,0.012700579847067295,0.8929118148691866,0.867510655175052
AT1G02640,Candidate,"[6, 7]",13,12,1,0.907120053236881,0.0382347421887875,0.9665814795742522,0.8452970721245221
AT1G02660,Candidate,"[9, 6]",15,13,2,0.8990481195553837,0.031547663404007685,0.950278618518292,0.8462525931876975
AT1G02680,Candidate,"[7, 6]",13,13,0,0.8876684256050797,0.024838020485691545,0.9397670818720063,0.8512518541237122
AT1G02690,Candidate,"[6, 0]",6,6,0,0.8781470101527616,0.020404459888263313,0.9092463629981509,0.853872200495145
AT1G02700,Candidate,"[11, 4]",15,15,0,0.8966270235417215,0.03701009317203474,0.9472104560396387,0.8401445991106349
AT1G02720,Candidate,"[8, 6]",14,11,3,0.9092518546724889,0.03969086431292865,0.9764926559271978,0.8471541374025419
AT1G02740,Candidate,"[2, 4]",6,6,0,0.9010143070459025,0.02439317105082512,0.9364501707055047,0.8726674079145579
AT1G02750,Candidate,"[9, 7]",16,11,5,0.878490738973255,0.03296109937415459,0.9372325681696955,0.843092881458553
AT1G02780,Candidate,"[10, 13]",23,21,2,0.9197047504147705,0.04053131336420499,0.9873014751543748,0.8415669923040802
AT1G02810,Candidate,"[6, 6]",12,12,0,0.8886328759307757,0.03365033541129818,0.9506536980033408,0.8528942914828767
AT1G02816,Candidate,"[10, 10]",20,8,12,0.8908302833669108,0.030489451489759883,0.9467194693504882,0.8453611716272247
AT1G02840,Candidate,"[7, 3]",10,10,0,0.8754487194927474,0.02721741422424777,0.930062296677942,0.840162429249879
AT1G02850,Candidate,"[1, 1]",2,2,0,0.8620833885689236,0.0022775791224237674,0.8643609676913474,0.8598058094464999
AT1G02860,Candidate,"[0, 1]",1,0,1,0.8499584597567648,0.0,0.8499584597567648,0.8499584597567648
AT1G02870,Candidate,"[5, 5]",10,10,0,0.8800180414591743,0.022039986435931334,0.9173979558920039,0.8429210505311834
AT1G02880,Candidate,"[3, 2]",5,5,0,0.9110283831153303,0.025485598006297756,0.9538085790050933,0.8821662223892146
AT1G02890,Candidate,"[3, 0]",3,2,1,0.8656654628352648,0.013806149105762338,0.8829775840632654,0.8491906763892589
AT1G02910,Candidate,"[4, 2]",6,6,0,0.8880172567973661,0.024031884965448468,0.9236956348989362,0.8575316244511744
AT1G02960,Candidate,"[2, 1]",3,3,0,0.8592340749289283,0.014266791033269605,0.8793119305563353,0.8474712635245423
AT1G02970,Candidate,"[1, 0]",1,1,0,0.8422657102425212,0.0,0.8422657102425212,0.8422657102425212
AT1G02980,Candidate,"[3, 1]",4,2,2,0.8572297459156359,0.00464246746847543,0.8621861089482772,0.8518955967969875
AT1G02990,Candidate,"[2, 1]",3,3,0,0.9040539099357378,0.014882857252740618,0.9219813667470835,0.8855401093200667
AT1G03000,Candidate,"[12, 16]",28,22,6,0.8918537126420042,0.03356615236904765,0.9631860079499523,0.8423129723214727
AT1G03030,Candidate,"[12, 3]",15,15,0,0.8935682023618285,0.03484516121554208,0.9711327978340673,0.8485803386345482
AT1G03040,Candidate,"[4, 1]",5,5,0,0.8982403692488014,0.037832494275626086,0.9477371313947727,0.8411485053490625
AT1G03060,Candidate,"[2, 1]",3,3,0,0.8706008703876887,0.01521076626288848,0.8852944019924721,0.8496479952152103
AT1G03070,Candidate,"[11, 14]",25,8,17,0.8960783714985449,0.03815593636431769,0.972281308350939,0.8401802377373399
AT1G03080,Candidate,"[8, 4]",12,12,0,0.8775945818542281,0.024731750393761,0.9331180988152253,0.8436573487585594
AT1G03090,Candidate,"[1, 1]",2,2,0,0.8512615255439184,0.00463306931250701,0.8558945948564254,0.8466284562314114
AT1G03100,Candidate,"[2, 3]",5,5,0,0.8690635985127262,0.020654741996306143,0.8978579787143238,0.844746179166662
AT1G03103,Candidate,"[4, 1]",5,4,1,0.8874760607732011,0.035701945306663374,0.9557277726071228,0.8566985405625559
AT1G03106,Candidate,"[7, 4]",11,11,0,0.8994047144592227,0.030234818665844643,0.9562815777494706,0.8493211955691942
AT1G03110,Candidate,"[11, 16]",27,22,5,0.8988917652471529,0.03983383267544626,0.9942374902009193,0.844362939420963
AT1G03120,Candidate,"[12, 4]",16,16,0,0.89767636248388,0.040326994807474106,0.9628577602770428,0.8428650442465081
AT1G03130,Candidate,"[2, 0]",2,2,0,0.8635424120490887,0.009170525100688665,0.8727129371497774,0.8543718869484
AT1G03150,Candidate,"[2, 0]",2,2,0,0.8520037853452138,0.0031933968319673434,0.8551971821771811,0.8488103885132464
AT1G03160,Candidate,"[7, 10]",17,15,2,0.8969094101734916,0.0348594191106906,0.9677317881610046,0.850356214292089
AT1G03190,Candidate,"[5, 3]",8,8,0,0.8683510492588019,0.01763817924028602,0.8971504079534912,0.845602225480835
AT1G03210,Candidate,"[8, 2]",10,10,0,0.8918699246711475,0.036415595791283964,0.9658450948768974,0.8413378084429028
AT1G03250,Candidate,"[3, 2]",5,5,0,0.8852903344349826,0.028673751573624468,0.933520094416181,0.8566686779998763
AT1G03260,Candidate,"[1, 2]",3,3,0,0.8577462876039222,0.014942307328014543,0.8784896705389579,0.8438827669975274
AT1G03270,Candidate,"[9, 3]",12,12,0,0.8950629353881173,0.03788312658718488,0.9641806632969587,0.8466883252316713
AT1G03280,Candidate,"[5, 2]",7,7,0,0.8802724740580292,0.028211809553019943,0.9431684759331423,0.858389626597664
AT1G03290,Candidate,"[4, 3]",7,7,0,0.8840440773818672,0.025555772023159812,0.9262720410913359,0.8488091355239034
AT1G03300,Candidate,"[1, 1]",2,2,0,0.8691815638577388,0.001271050286225206,0.870452614143964,0.8679105135715136
AT1G03310,Candidate,"[9, 11]",20,20,0,0.9022076939213054,0.03761268808803195,0.9656574652009312,0.8493193102744222
AT1G03330,Candidate,"[7, 6]",13,13,0,0.877956649785307,0.02955379045565159,0.9365204771494336,0.8405840369788823
AT1G03340,Candidate,"[9, 7]",16,16,0,0.8906534718508251,0.03157796370263532,0.9439606762983026,0.8433302145917606
AT1G03360,Candidate,"[9, 12]",21,19,2,0.9229353874768407,0.03475753245899295,0.980184495898708,0.841078261984779
AT1G03365,Candidate,"[4, 5]",9,9,0,0.8914631681425154,0.022521200100675903,0.9416435175653846,0.8668176975693498
AT1G03370,Candidate,"[1, 1]",2,2,0,0.873825784490478,0.0156214033722743,0.8894471878627523,0.8582043811182037
AT1G03380,Candidate,"[9, 2]",11,11,0,0.9046675988924285,0.03376742035213153,0.9543965710015034,0.8575097898223341
AT1G03400,Candidate,"[1, 0]",1,1,0,0.8733396722106775,0.0,0.8733396722106775,0.8733396722106775
AT1G03410,Candidate,"[0, 3]",3,3,0,0.8893310017262398,0.016463913753100978,0.9063255074212269,0.8670503978260592
AT1G03430,Candidate,"[0, 1]",1,1,0,0.8949248764420807,0.0,0.8949248764420807,0.8949248764420807
AT1G03440,Candidate,"[2, 1]",3,3,0,0.878238687248094,0.017480748916572735,0.8977956115498589,0.8553640459629118
AT1G03470,Candidate,"[7, 3]",10,9,1,0.8937496409261912,0.03803149431074278,0.9788222640746463,0.8496742389266222
AT1G03475,Candidate,"[4, 6]",10,10,0,0.8719240291100319,0.017945553420323727,0.9016970814046914,0.8460778852119847
AT1G03510,Candidate,"[1, 2]",3,3,0,0.8684931228059055,0.020594572081767907,0.8883460140242042,0.8401112814667129
AT1G03530,Candidate,"[7, 5]",12,12,0,0.8959088839616917,0.023100650236740957,0.928923719861243,0.8494482858622855
AT1G03540,Candidate,"[3, 7]",10,8,2,0.8711114799299706,0.02378372658588818,0.9137389791160352,0.8423346240043718
AT1G03550,Candidate,"[6, 2]",8,5,3,0.8866574405387744,0.023814587658414547,0.9135640108063013,0.848740009248413
AT1G03560,Candidate,"[0, 1]",1,1,0,0.863185888728395,0.0,0.863185888728395,0.863185888728395
AT1G03590,Candidate,"[5, 1]",6,6,0,0.8800778791742102,0.047263909370740445,0.973485909849817,0.8406644745776707
AT1G03600,Candidate,"[2, 0]",2,2,0,0.8662064538885283,0.011382837934022283,0.8775892918225506,0.8548236159545061
AT1G03610,Candidate,"[8, 3]",11,11,0,0.897496099633743,0.02500852448249811,0.9529576563253265,0.8701981001017941
AT1G03620,Candidate,"[1, 0]",1,0,1,0.8797805326660788,0.0,0.8797805326660788,0.8797805326660788
AT1G03650,Candidate,"[6, 4]",10,9,1,0.8806453054877845,0.03217803689817018,0.9412069680514172,0.845611287757787
AT1G03680,Candidate,"[5, 3]",8,6,2,0.8874316029188067,0.028052558923268568,0.9289438147039392,0.8458717857799337
AT1G03687,Candidate,"[9, 12]",21,20,1,0.8967205572590592,0.03566531915399249,0.9812202336212359,0.8506856216052026
AT1G03740,Candidate,"[4, 2]",6,6,0,0.8734937233194726,0.03150011162478702,0.9301093242564639,0.8401577600283534
AT1G03750,Candidate,"[2, 1]",3,3,0,0.8742116456535896,0.010496260132256697,0.8882142351071629,0.8629438732704675
AT1G03760,Candidate,"[10, 2]",12,12,0,0.8836142423761023,0.030892841031177492,0.953036509763897,0.8434185103088288
AT1G03770,Candidate,"[7, 3]",10,9,1,0.897187972692168,0.03536699820752776,0.9394267038431253,0.853093168067439
AT1G03790,Dormancy,"[7, 6]",759,758,1,0.8869513811648017,0.032733273522395925,0.9858673852015963,0.8400159369501771
AT1G03830,Candidate,"[11, 8]",19,19,0,0.892903838921134,0.03793369070615456,0.9631198676725272,0.842769249930253
AT1G03840,Candidate,"[1, 0]",1,1,0,0.8498501945458943,0.0,0.8498501945458943,0.8498501945458943
AT1G03850,Candidate,"[2, 1]",3,3,0,0.896778749946118,0.015210666026652726,0.9171682753469222,0.8806470703767493
AT1G03860,Candidate,"[4, 2]",6,6,0,0.887428622902633,0.028988905825548063,0.9295175416863635,0.8440328069812222
AT1G03870,Candidate,"[4, 1]",5,5,0,0.8848867459669874,0.0232883248037434,0.9157157150769002,0.8575122645708273
AT1G03880,Candidate,"[9, 5]",14,14,0,0.91442869440191,0.04241465727438566,0.975232949600669,0.8414575282977628
AT1G03890,Candidate,"[9, 8]",17,10,7,0.8948841988760866,0.031991524835487506,0.9684653306908305,0.8495593152424947
AT1G03900,Candidate,"[1, 2]",3,3,0,0.873484451170616,0.016422468941439474,0.8940762390818967,0.8538864105723215
AT1G03905,Candidate,"[8, 2]",10,10,0,0.8748112483424624,0.025857925960074947,0.9056714810635952,0.8402725638134078
AT1G03910,Candidate,"[7, 1]",8,8,0,0.88159862551064,0.029161101915854533,0.9406419196820309,0.8416222940085485
AT1G03950,Candidate,"[0, 1]",1,1,0,0.88148036800609,0.0,0.88148036800609,0.88148036800609
AT1G03960,Candidate,"[1, 0]",1,1,0,0.8575077141577768,0.0,0.8575077141577768,0.8575077141577768
AT1G03970,Candidate,"[10, 3]",13,13,0,0.8903421586080321,0.04136925006551239,0.9726682342406302,0.8462158400244694
AT1G03990,Candidate,"[8, 4]",12,11,1,0.9130470965560488,0.04289277542154897,0.9879734420245709,0.8502483308157358
AT1G04030,Candidate,"[0, 1]",1,1,0,0.8503606476817996,0.0,0.8503606476817996,0.8503606476817996
AT1G04040,Candidate,"[2, 0]",2,2,0,0.8515926357694874,0.00450119284130629,0.8560938286107938,0.8470914429281812
AT1G04050,Candidate,"[8, 5]",13,13,0,0.8719450811943926,0.030606725430015174,0.9344153047528966,0.8408030880882629
AT1G04080,Candidate,"[11, 10]",21,20,1,0.9050786215956105,0.04676064788277357,0.9713630919544828,0.8468897746572014
AT1G04130,Candidate,"[3, 3]",6,6,0,0.8650123235323632,0.015155084646486796,0.8956972026061976,0.8454160444882853
AT1G04140,Candidate,"[3, 2]",5,5,0,0.8736976193320636,0.021646797462445116,0.9115288949517779,0.8512812066708626
AT1G04170,Candidate,"[8, 14]",22,20,2,0.9015140969168324,0.03877288741979662,0.9784522529988023,0.8437988857384504
AT1G04190,Candidate,"[11, 8]",19,16,3,0.884952008029524,0.03213378734189486,0.9468308654424277,0.8441281953858242
AT1G04240,Candidate,"[2, 0]",2,1,1,0.8877373098201566,0.003273671344727336,0.891010981164884,0.8844636384754293
AT1G04270,Candidate,"[12, 12]",24,21,3,0.9177158260204509,0.0432683585110769,0.9954907553336424,0.8451143658630721
AT1G04280,Candidate,"[9, 11]",20,18,2,0.9028969654835146,0.03252809743202468,0.9700297444459407,0.840405781004972
AT1G04290,Candidate,"[5, 4]",9,9,0,0.8991028174367189,0.026265478274541537,0.9371597375758046,0.8470717625151358
AT1G04300,Candidate,"[9, 2]",11,11,0,0.898072634394662,0.027149270068623402,0.9431822806176101,0.8479687664282094
AT1G04340,Candidate,"[5, 5]",10,10,0,0.8821557646786948,0.03808673452812597,0.9553572339833981,0.8426463665478183
AT1G04350,Candidate,"[2, 1]",3,2,1,0.89949905393348,0.014039107212968365,0.9181268238468925,0.884235426289434
AT1G04390,Candidate,"[4, 1]",5,5,0,0.9106448197579251,0.025553280387877342,0.9538991261790966,0.876090525743806
AT1G04410,Candidate,"[12, 14]",26,22,4,0.9005480359919278,0.03671302206355,0.9750749667721911,0.8511066759109208
AT1G04420,Candidate,"[11, 15]",26,22,4,0.9049120780480315,0.0404506362348202,0.9706667565555205,0.8440142762408588
AT1G04440,Candidate,"[0, 1]",1,1,0,0.850506775470445,0.0,0.850506775470445,0.850506775470445
AT1G04445,Candidate,"[7, 6]",13,8,5,0.8914565402921387,0.03267248879782545,0.9715302877768588,0.8449602348182867
AT1G04480,Candidate,"[13, 15]",28,21,7,0.8941394548438085,0.0395512928713524,0.9788726793104879,0.8419861280297918
AT1G04490,Candidate,"[5, 4]",9,9,0,0.8724880782789755,0.02466030139453408,0.9262145456383191,0.844831607676859
AT1G04510,Candidate,"[5, 3]",8,8,0,0.862971971144351,0.011127329341717233,0.8768069087592397,0.8479289757989957
AT1G04520,Candidate,"[4, 3]",7,7,0,0.8776782784000579,0.022658734854558712,0.9225392352929174,0.8485151772932613
AT1G04530,Candidate,"[3, 1]",4,4,0,0.86779250811272,0.015653172021343805,0.8929278141221111,0.8498347909188663
AT1G04550,Candidate,"[11, 14]",25,22,3,0.8851598561955659,0.02658416776709971,0.941623413660102,0.8476497971369628
AT1G04555,Candidate,"[0, 1]",1,1,0,0.8878963738137283,0.0,0.8878963738137283,0.8878963738137283
AT1G04560,Candidate,"[10, 3]",13,12,1,0.908938556662241,0.03940386263166322,0.9847431122046365,0.8404228245241481
AT1G04570,Candidate,"[2, 0]",2,2,0,0.8594861711190247,0.015161420900078826,0.8746475920191035,0.8443247502189458
AT1G04590,Candidate,"[1, 1]",2,2,0,0.8881661689714124,0.03266030309438489,0.9208264720657974,0.8555058658770276
AT1G04620,Candidate,"[2, 0]",2,2,0,0.871187258128727,0.014321297738403849,0.8855085558671308,0.8568659603903231
AT1G04630,Candidate,"[7, 3]",10,9,1,0.8837502130038611,0.02802348851296624,0.9333086853414639,0.8407889521806624
AT1G04635,Candidate,"[6, 4]",10,9,1,0.8740313060452513,0.027399483736073885,0.9215771309689463,0.8425185717163771
AT1G04640,Candidate,"[1, 1]",2,2,0,0.8672172007262373,0.023320517848738287,0.8905377185749755,0.843896682877499
AT1G04660,Candidate,"[0, 1]",1,1,0,0.8768687978016767,0.0,0.8768687978016767,0.8768687978016767
AT1G04690,Candidate,"[6, 5]",11,11,0,0.8704988645285703,0.023844662215131318,0.9105095680504769,0.8400343234674243
AT1G04710,Candidate,"[6, 10]",16,16,0,0.8850282354580645,0.031153014376305035,0.9597531662325629,0.8454732831318613
AT1G04730,Candidate,"[1, 0]",1,1,0,0.87286103932265,0.0,0.87286103932265,0.87286103932265
AT1G04750,Candidate,"[5, 3]",8,8,0,0.8729457541444022,0.023518594545101874,0.913746455872132,0.8409023827163851
AT1G04780,Candidate,"[2, 0]",2,2,0,0.8917213429171482,0.00467358544583879,0.896394928362987,0.8870477574713094
AT1G04790,Candidate,"[3, 3]",6,6,0,0.873096916507059,0.016999251117218075,0.8939544013185597,0.847445553244497
AT1G04800,Candidate,"[5, 4]",9,4,5,0.8748113731886528,0.020540797909460857,0.9088300142605887,0.8439984982910301
