ID_REF	#SpNeighbors	Score	#Cliques	#MaximalClique	MinDistance	AvgDistance	MaxDistance	Specific Genes
AT1G64960	16	21	9	4	0.028266995157276632	0.051162095964542104	0.066118551588034	AT1G22770,AT1G48630,AT1G55870,AT1G69260,AT2G21660,AT2G23460,AT2G26300,AT2G30250,AT2G41430,AT4G18130,AT5G03280,AT5G25350,AT5G44200,AT5G51760,AT5G51810,AT5G57050
AT1G12390	16	20	10	3	0.024067698017535895	0.04656464592042936	0.06874613160036859	AT1G55870,AT1G69260,AT2G25490,AT2G29090,AT3G05120,AT3G47620,AT3G51920,AT3G54810,AT3G59220,AT3G63010,AT4G34390,AT5G02310,AT5G03280,AT5G20910,AT5G25350,AT5G25900
AT4G14340	16	20	10	3	0.025915724920732387	0.049763680458184446	0.06799417613004534	AT1G10430,AT1G22770,AT1G55870,AT1G69260,AT1G72770,AT2G21660,AT2G29090,AT2G31660,AT2G41430,AT4G16250,AT5G02310,AT5G03280,AT5G13530,AT5G25900,AT5G40280,AT5G57050
AT5G53060	16	20	10	3	0.02721668110843646	0.05197876637676446	0.06856111729680522	AT1G13740,AT1G30040,AT1G54160,AT1G55870,AT1G72770,AT2G23460,AT3G05120,AT3G51920,AT3G54810,AT3G59220,AT4G18130,AT4G25420,AT4G34390,AT5G05700,AT5G40280,AT5G51760
AT5G20920	16	20	10	3	0.027220476584625574	0.04665952447728487	0.06589083729619034	AT1G10430,AT1G48630,AT1G69260,AT1G80340,AT2G25490,AT2G29090,AT2G31660,AT3G05120,AT3G11240,AT3G11410,AT3G59220,AT3G63010,AT4G18130,AT5G25900,AT5G44200,AT5G51760
AT3G16110	16	20	10	3	0.03087762202259055	0.049502526822829754	0.06839540636911665	AT1G09570,AT1G10430,AT1G15550,AT1G48630,AT1G69260,AT2G31660,AT2G38050,AT3G47620,AT3G59220,AT3G63010,AT4G16250,AT4G25420,AT5G25900,AT5G48870,AT5G51760,AT5G51810
AT2G43080	16	20	10	3	0.0317831586069978	0.04874085131454525	0.0642442082018875	AT1G09570,AT2G26300,AT2G31660,AT3G11240,AT3G11410,AT3G47620,AT3G51920,AT3G59220,AT4G18130,AT4G25420,AT5G02310,AT5G20910,AT5G25350,AT5G40280,AT5G44200,AT5G48870
AT5G46070	16	20	10	3	0.031888964799419196	0.05365343902110909	0.06752531713371998	AT1G31930,AT1G72770,AT1G80340,AT2G25490,AT2G29090,AT2G30250,AT2G41430,AT3G47620,AT3G51920,AT3G54810,AT3G63010,AT5G02310,AT5G03280,AT5G05700,AT5G13530,AT5G25900
AT5G51980	16	20	10	3	0.03189167846153727	0.04527166740176638	0.0563060602763986	AT1G54160,AT1G72770,AT1G80340,AT3G11410,AT3G54810,AT3G59220,AT3G63010,AT4G34390,AT5G03280,AT5G05700,AT5G13530,AT5G20910,AT5G25350,AT5G48870,AT5G51760,AT5G57050
AT5G56290	16	20	10	3	0.03326442318138492	0.05098922683768875	0.06794361404574949	AT1G15550,AT1G18080,AT1G22770,AT1G48630,AT1G54160,AT2G26300,AT2G30250,AT3G05120,AT5G02310,AT5G03280,AT5G05700,AT5G13530,AT5G20910,AT5G25350,AT5G25900,AT5G44200
AT1G69070	16	20	10	3	0.033695836042775346	0.055308149450647284	0.06692243137968769	AT1G10430,AT1G13740,AT1G30040,AT1G31930,AT1G72770,AT1G80340,AT2G21660,AT2G26300,AT2G29090,AT2G30250,AT3G05120,AT3G47620,AT3G51920,AT3G54810,AT4G16250,AT5G51810
AT2G29080	16	20	10	3	0.03444460522569915	0.05044627162742656	0.06820283217524523	AT1G10430,AT1G13740,AT1G15550,AT1G30040,AT1G54160,AT2G21660,AT2G31660,AT3G11240,AT3G11410,AT3G59220,AT3G63010,AT5G05700,AT5G25900,AT5G40280,AT5G44200,AT5G48870
AT4G09340	16	20	10	3	0.03490688282400904	0.05273485633610944	0.06841633589345751	AT1G18080,AT1G31930,AT1G48630,AT1G79460,AT1G80340,AT2G31660,AT2G38050,AT3G11410,AT3G51920,AT3G59220,AT5G05700,AT5G13530,AT5G25900,AT5G48870,AT5G51810,AT5G57050
AT1G61980	16	20	10	3	0.03537680766433429	0.05562859770109374	0.06879520997129866	AT1G09570,AT1G54160,AT1G55870,AT1G72770,AT1G80340,AT2G23460,AT2G29090,AT3G47620,AT4G16250,AT4G18130,AT4G25420,AT4G34390,AT5G13530,AT5G40280,AT5G51760,AT5G51810
AT1G76630	16	20	10	3	0.03677792333796732	0.05389754607521771	0.06776811872100942	AT1G18080,AT1G30040,AT1G55870,AT1G80340,AT2G31660,AT2G38050,AT3G05120,AT3G47620,AT3G54810,AT3G59220,AT5G05700,AT5G13530,AT5G44200,AT5G48870,AT5G51810,AT5G57050
AT3G10860	16	20	10	3	0.03754038945401584	0.05453565860055996	0.06857473542588359	AT1G13740,AT1G18080,AT1G22770,AT1G31930,AT1G79460,AT2G25490,AT2G26300,AT2G29090,AT4G18130,AT5G03280,AT5G05700,AT5G25900,AT5G48870,AT5G51760,AT5G51810,AT5G57050
AT5G43560	16	20	10	3	0.03794554787654099	0.056634054426655124	0.0682288064584731	AT1G10430,AT1G15550,AT1G31930,AT1G54160,AT1G69260,AT2G21660,AT2G38050,AT2G41430,AT3G11410,AT3G47620,AT3G54810,AT4G18130,AT4G34390,AT5G13530,AT5G40280,AT5G51760
AT3G57990	16	20	10	3	0.03888804328660456	0.05452169440542647	0.06738377418018461	AT1G22770,AT1G30040,AT1G31930,AT1G48630,AT1G54160,AT2G25490,AT2G31660,AT2G41430,AT3G47620,AT4G34390,AT5G02310,AT5G05700,AT5G13530,AT5G48870,AT5G51760,AT5G57050
AT5G24830	16	20	10	3	0.04161339393785753	0.05314952304588412	0.06784441285674796	AT1G18080,AT1G22770,AT1G30040,AT1G31930,AT1G48630,AT2G21660,AT2G23460,AT2G31660,AT2G41430,AT3G51920,AT4G34390,AT5G02310,AT5G03280,AT5G05700,AT5G25900,AT5G40280
AT3G26750	16	20	10	3	0.04868612165097964	0.058806405328339896	0.06761023034557923	AT1G10430,AT1G13740,AT1G15550,AT1G18080,AT1G22770,AT1G30040,AT1G48630,AT1G55870,AT1G69260,AT1G72770,AT1G79460,AT2G21660,AT3G54810,AT5G02310,AT5G48870,AT5G51810
AT3G27100	16	20	9	4	0.03780982231666397	0.055907438380669285	0.0690358916533812	AT1G09570,AT1G10430,AT1G15550,AT1G18080,AT1G22770,AT1G31930,AT1G54160,AT1G55870,AT2G23460,AT2G25490,AT2G30250,AT2G41430,AT3G11240,AT3G51920,AT5G25350,AT5G57050
AT3G20170	16	20	8	5	0.040827945528316124	0.05474248740473356	0.06783302838103747	AT1G18080,AT1G48630,AT1G54160,AT1G72770,AT2G23460,AT2G26300,AT2G41430,AT3G05120,AT4G16250,AT4G18130,AT4G34390,AT5G13530,AT5G25350,AT5G40280,AT5G44200,AT5G48870
AT5G65930	16	19	9	4	0.02403594422337341	0.05061970498954759	0.06836798645584653	AT1G10430,AT1G22770,AT1G69260,AT2G21660,AT2G29090,AT3G05120,AT3G11410,AT3G47620,AT4G16250,AT4G18130,AT4G34390,AT5G03280,AT5G25350,AT5G40280,AT5G44200,AT5G57050
