ID_REF,log2_RAD_3h,log2_RAD_7h,log2_RAD_12h,log2_RAD_24h,log2_D/G_6h,log2_D/G_16h,log2_D/G_24h,log2_RNA_3H,log2_RNA_15H,log2_RNA_24H
AT1G01220,0.0540596101717201,-0.1768892578921656,-0.1706147109770783,-0.2013600226292383,-0.0258491023564241,-0.2234945754893495,-0.8274638868083956,-2.072293707611404,-0.3802571274822836,-1.2284815868588328
AT1G01230,-0.0707122101456259,0.0168436766238368,0.1584118306014034,0.2438170454026643,0.0704458000815209,0.5556676522181889,1.370401267814408,0.82335053754787,0.2112248348302241,-0.158391131625016
AT1G01240,-0.0774762633829854,0.0525196222965309,0.2811339486382702,0.2417376329781839,0.2724001288646167,1.1697890435499656,3.886865790753204,1.7906560363759116,-0.2049700129355624,0.4850859921211334
AT1G01250,0.1224747150844063,0.4965518353004489,0.6559777137256272,0.7246689869155579,0.979373349410042,1.1466470597943748,6.176588731723324,1.1775358795362827,0.6457071326054765,0.8738383935855567
AT1G01260,0.1136328855198024,-0.1334820043086032,-0.1558266542775894,-0.2393232434597243,0.372850604885415,0.3709061091861082,1.5033758042432102,-0.4140202345173329,-0.3572533834068082,-0.2626651035831247
AT1G01290,0.0984022001837305,-0.0488893416194022,-0.1908463444584726,-0.2422088053807087,0.0654314356064083,-0.3095503508020746,0.0541603242394326,-2.087503374721855,-0.4348903614023007,-0.8380004899596504
AT1G01300,0.0735028762219251,0.2656266677386434,0.0392326657893768,-0.1000540408359899,0.1044322980788093,-0.862140114384844,-1.421542346388328,-6.403350028051404,-1.060363419831224,-1.4846424999143315
AT1G01360,-0.0950626935625655,-0.073597619622839,0.1531267404561859,0.3676022485785216,0.0609446001064147,0.4917546625261439,1.0513406550916329,0.6101452379912534,-0.1738019468992359,0.0560099157708061
AT1G01370,0.0167635992093788,-0.1853586483389703,-0.2957160221598205,-0.3446475597423959,0.1239126036854762,-0.9361000085251934,-2.3471194813751897,-5.496034258706585,-1.804388808450211,-3.382689515480857
AT1G01430,-0.0642266240062677,0.1588582258776222,-0.0349815568903433,-0.1270086811218616,-0.046145459992083,-0.6428152555226394,-1.2572892917716303,-2.8152019388414686,-0.620978980214808,-1.5479327031713024
AT1G01440,0.156088006116559,-0.1765028299206517,-0.2418264771055371,-0.070334509214257,-0.0990234974734719,-0.0964297626830928,0.0211940392231515,-0.3104093912332866,-0.3357464203243014,-0.1205751401717149
AT1G01470,-0.009087646794054,0.0209842842748519,0.1552430154834376,0.2655398625920016,0.333703834769011,1.4389636148154803,4.229082457608266,6.50598069039839,0.6344267768972096,0.9849814993156248
AT1G01480,0.0170303684505578,0.1558344496053714,0.4658172913934402,0.7911095831349626,0.9038345483342276,1.5582040869701683,7.835303989936799,4.682400613671882,0.264643360365878,0.7411672424105832
AT1G01520,-0.3918103451793788,0.3679188626585751,0.478997544122058,0.7194695261511466,0.9731888724747048,1.5648607399900485,6.279458635937378,-1.707471684495539,-0.5462425818370784,0.2985275385223275
AT1G01570,-0.0651540281388099,0.1717891976953076,0.2583747596203841,0.1931518540992158,0.6829158773439516,-0.1744443846882767,0.5057131959095298,-0.7616431770835886,-0.8870444697447087,-0.3329344631802375
AT1G01600,-0.0948108749891984,0.2189349330392842,0.0032286793230569,-0.320308736667124,0.7029437890319862,0.4510399508812247,-1.3966817081182112,-2.440754734456141,-0.5447809541534858,-2.065348449066514
AT1G01610,0.063674025213109,0.0583969773476695,-0.5621603105431469,-0.9101423140677408,1.038303888176639,-2.01801419027835,-2.2606205554950622,-6.292378361623876,-2.183709974181443,-3.825448750240008
AT1G01620,0.1073298579290028,0.097773905903105,-0.2450008748492662,-0.4933044048211067,-0.0252585108790874,-1.9689342183399448,-2.1583199646261035,-3.862016181883464,-2.033918468305478,-3.8592582184830695
AT1G01630,0.0060520706636646,-0.0852350555862811,0.0603663444248972,-0.0953614048870895,0.1719285461123459,0.2921005828400859,-1.6481091587312358,-3.2025337426138023,-0.3262046062746057,-1.1802683704225656
AT1G01640,0.0503836696339462,0.1812964659602231,0.2998443670606562,0.620700075257875,-0.1703769877365851,0.9526988340070088,1.746838652653072,-0.5053218042611174,-0.3804765782816061,-0.7906546204445257
AT1G01650,-0.0058037400453646,0.1787384243509565,0.2609951887275666,0.2126616715390197,-0.208438447293226,0.87214890054214,1.99777638056836,1.3890469704491393,0.2678116665819443,0.3421620084164538
AT1G01710,-0.0093274743327341,0.1114775554309823,0.1267480196960524,0.1616932084663802,0.0337293161033298,0.286463414232559,0.4243551745796676,0.0065958741800777,-0.2375843400636791,-0.2178462622103846
AT1G01725,-0.0917932033985837,0.1324709035342285,0.1977619842353891,0.4329997680293212,0.046521403165202,0.81336000317869,1.6993623601417147,0.3602008222761983,-0.2944021806502117,0.7209140927484615
AT1G01770,-0.2018948349639417,-0.1361682589997408,-0.0856569711752715,0.099322768781352,-0.1385062139842968,-0.000470822744499,0.4291859841071171,-1.27671866987058,-0.1042195804399014,0.1636867230026353
AT1G01780,-0.1792852466868316,-0.0472810222443617,0.070643417512027,0.221397131741122,-0.0214790484313939,0.2124375540959443,0.577382727530962,0.0386007353967488,-0.0257346078092792,-1.1055965530214455
AT1G01790,-0.0270411642306173,-0.1171514266162323,-0.1087527688728367,-0.1037164756460276,-0.2160063686005302,-0.7600132135719229,-1.0820503733928626,-5.422133640342404,-1.14724497774234,-2.243845461928504
AT1G01800,0.0070832223084547,0.0617674669252838,0.1018847428534616,0.0614792539787834,-0.0811573588327518,0.0037904377129972,-0.5638626935727571,-0.3518579856067996,-0.3415107772694881,-0.5852641738819868
AT1G01830,-0.0930765495014186,0.0781170697794226,0.0041830178162458,-0.0253955885202636,0.4145826056787046,0.2788435528834059,0.4991604429702889,-2.439898366327102,-0.323804908089659,-0.7129578849176271
AT1G01840,-0.0054371105014581,-0.0656007134623063,0.0287908743318281,-0.0218150859879866,0.2310769020382994,0.1964408574327177,0.5914012396399219,-0.4325812577815335,-0.5776097308992616,-0.564602267824863
AT1G01860,0.0021291372403734,-0.0397449296988124,-0.0756635944951403,-0.0510545664581361,0.0025947759528675,0.0483326508884309,0.2242737622631533,-1.7447150258437103,-0.7059077422911332,-0.5158189079204932
AT1G01920,-0.0696166845382292,0.1051646073269218,0.1440685767816785,0.0712729291046883,0.0878804206451007,0.164197166595156,0.5417273430982597,-1.009767863878899,-0.4261484815139211,-0.3891068759396257
AT1G01930,-0.0307707697653148,-0.4228179894237432,-0.3980022947116149,-0.2048978851563466,-0.0063138719177085,0.0813319389567909,0.6370369558391983,0.2874524408901198,-0.6495928264605069,-0.2162039654718352
AT1G01950,-0.0186244897654785,0.0882428409674024,-0.1242485995670438,-0.0503119421260508,0.0238578900321418,-0.0830862689891732,0.0271967269277633,-1.5817536822381395,-0.3272233655982145,-0.7540997223471669
AT1G01960,0.1332823434979125,0.0464332235696547,-0.0157379687199778,-0.0183066148629509,-0.1114536565297123,0.1341459512007273,0.3228975731540932,-1.5522205839999774,-0.0221000883337951,0.0283475696298951
AT1G01970,-0.0322914208149889,-0.0393323101759205,0.1547282527774129,0.2733214788926156,-0.0558051812537275,0.2298499914731618,0.7327978526451573,0.9523011476460876,0.1809809887016096,0.3615993209979783
AT1G01990,0.0523525724909557,0.0221822041160737,0.0222719200111457,0.1012672731039163,0.0228541769252193,0.3363185605275047,1.0236695137576517,0.0792182655362809,-0.0611593871712742,-0.0089823994561032
AT1G02050,-0.1062965462728893,-0.1150983507703764,0.0893255878423569,0.1091774050000347,0.03604218840839,0.5026895558409136,1.5241856462035246,-0.9692799885645386,-0.2828631705819317,-0.0659856945005981
AT1G02060,0.1813777734520748,0.1811776705513128,0.125417372371637,0.2358364007055136,-0.0879522881901325,0.6105148808952233,1.6684998674152989,-1.517404178716836,-0.3593056563624519,0.5668801514138604
AT1G02090,-0.0310511115631821,-0.2573204753205195,-0.1695430790279223,-0.1540902804690779,-0.045325202993607,-0.3679758242625155,-0.5659032551591708,0.2724657061849404,0.461569960303442,-0.3225452293562912
AT1G02100,-0.0746458573453126,-0.0313958314144778,-0.0460316290056046,0.0325069485818554,0.0461704038448964,0.4474395603331643,0.9354048851475112,-1.2066731787105809,-0.3406326861280404,-0.1767671619725132
AT1G02120,-0.0364381487320679,-0.043823542631972,0.0632500285353673,0.1358732605541693,-0.0121435869218832,0.603169539567389,1.6013202651106755,0.1261913712637782,-0.0664223171367557,-0.0150481329388746
AT1G02150,-0.0027714869552733,0.0334977507905083,0.1061295290029431,0.1934648747541558,-0.0787147662292478,0.4533423208267065,1.2556594256496671,-0.7356482906226232,-0.2189566836765401,0.3162414766404056
AT1G02170,0.0287333862042134,-0.0809845095213486,-0.0001142057509089,0.0529941906593383,0.0556709876188619,-0.0938712285335832,-0.1368795149927272,-0.0313895718736967,-0.2273227116211637,-0.3263487605794615
AT1G02180,-0.1155059862166545,0.17511516789469,0.1600805914179024,0.0863592492605892,0.2651762033052126,-0.2573645777619323,-0.6222060759771673,-4.081260560059864,-0.8511959526275511,-2.4347437622462973
AT1G02220,-0.0586486145664082,-0.1627428818111512,-0.2133684999023757,-0.0348711688338677,0.308296229299596,-3.1338557467347905,-3.431361335973308,-4.484439894238014,-1.5587034501851518,-0.0425630293950006
AT1G02260,-0.0312876965836084,0.1276392388287414,0.0579188841083735,0.147295880571761,0.0974082689781302,0.4734851874983263,1.4185375049854505,0.2203363207163942,-0.0141864135462632,0.4803132862653683
AT1G02270,0.0057547581376381,-0.2148373612261577,-0.1873014731680835,0.0258163945649203,0.0128321878857903,0.23572366560776,0.7465330702841984,-0.190776490502807,-0.7161498637580334,-0.2433328006852991
AT1G02370,0.07885273333371,0.0390419664094774,-0.108153997593369,-0.1005288795742001,-0.0209247116699808,0.0312053739536734,0.8197788172449466,-1.6604585694049976,0.0772135057439392,-0.1966872695377594
AT1G02390,0.1275113197447988,0.3479288105195409,-0.1676255132970417,-0.2009637846036532,0.3428877135230085,-1.1485413160410756,-1.870708489394005,-3.785144874138266,-1.7914086813459078,-3.351308022946651
AT1G02410,0.0424432254798897,-0.0187333623893434,-0.111232080306135,-0.0998762762456362,-0.0121765766133017,-0.0427102359152694,-0.0887319095911263,-0.5669804478218979,-0.5881770469546442,-0.7533013230966498
AT1G02450,0.0560322989964268,-0.0995902144212612,-0.0357784764614452,0.0382405845319104,-0.1666498694094514,-0.818161677014187,-1.0277692658136002,-3.153919229770567,-1.863868482731475,-0.7669407581351393
AT1G02470,-0.0235171262588875,0.1600537677654117,0.1627726869982238,-0.0347158972483386,-1.057030945036379,-4.0916998341368105,-3.3407553653497866,-4.091719138469221,-0.8105763047304022,-2.6516760496951406
AT1G02475,-0.0332488997462739,0.0117530315330851,0.1157368890552199,0.1755173915031468,0.0150123848799015,-0.0574723263815113,-0.6063465601370371,-0.4618680919312272,-0.5552193598083196,-1.3057806814224022
AT1G02640,-0.0186018295342704,0.0359277399059096,-0.6363154748714294,-1.0647061992832592,-1.1520432542067065,-4.5496488796738594,-2.7556970215740937,-8.117347491968099,-4.703297008353384,-5.290060473626782
AT1G02660,-0.0514681665461881,0.5120306336776528,0.8060119496010939,0.6456128409505596,0.5208069217229236,1.062099220178253,2.1294098417035987,2.5014395750447003,0.7371750702486606,0.6205474493624624
AT1G02720,-0.0446714024722012,0.0486549032219038,0.0618310710142215,-0.0376048329749691,0.1432885882378952,-0.8102290002327499,-1.4571363305106253,-2.514707902216659,-0.944763894940614,-1.6928102975956814
AT1G02740,-0.0767224497077521,-0.0583720861863437,0.0523845857180664,0.0270972534187522,0.2380239070635832,0.2634044000422035,1.1627787479846656,-0.8557622561101075,-0.471585603324923,-0.4056773383317878
AT1G02780,0.0230375249670796,0.0175714685531664,-0.0340553665714736,-0.0969512830051842,-0.0485342001366671,-0.264259838270187,-0.2425306962318079,-4.238993101028206,-0.6361306781793927,-1.2440970976445924
AT1G02810,0.1847752832441711,0.4128914792704959,0.0562751266110334,-0.1247477779825786,-0.2864709610704604,-1.7939194906810634,-2.2856636783574937,-3.5097762698087807,-1.8352496925819528,-3.366299580365056
AT1G02816,0.1021680837406586,0.1154793612607516,0.2977010071810106,0.3472975043383837,-0.087190107292726,0.4701043594525361,0.6614338076467854,1.3593066644954983,0.2915287554566418,0.5865725146670786
AT1G02840,-0.0198251096470568,0.0206277221948482,-0.0032623737028313,0.0437778489882492,0.013411423492567,0.1771090110426779,0.899510628691346,-1.1845256440025436,-0.4782322907121889,-0.4825658677179588
AT1G02850,-0.0040964311198704,0.0724484073677267,0.0632344992819874,0.2481318907203717,-0.0226198214392566,0.0273657389850405,1.3240438021586751,0.3969180487096896,0.0274233783909012,0.3953186406532264
AT1G02860,-0.0113233088477754,-0.5534471820307948,-0.4452541884572332,-0.2968824133713883,-0.3943907986757045,-1.1495493911376038,-1.0074956818052163,-1.043433672987759,-0.9318558877201324,-0.7735578344488206
AT1G02870,-0.000880413992382,-0.0500401776611323,-0.0560058878493356,-0.0004479476899496,-0.0427588112102864,-0.1767801990325239,0.0294420053291692,-1.114598217355428,-0.5212805472951335,-1.0691511339921038
AT1G02910,-0.129144485067909,-0.0626269284798287,-0.1783301275605048,0.0006805506066198,-0.0540768897394983,0.0415924409316649,0.18142449326057,-0.7110096018752716,-0.2492492011825943,-0.5855642885750071
AT1G02960,-0.2001411663277339,-0.1304679393480194,0.0410102460296832,0.0904518259686559,0.0807393108686557,0.3769402310486107,0.9038622726281126,-0.8526140188938911,-0.733614386687417,-0.3572220397632814
AT1G03000,0.1106500877738519,-0.0507405782228832,-0.1444208725795435,-0.1615313503732608,-0.0039413487632506,-0.352344511826225,-0.5075266058196828,-1.6419870052079633,-0.3881673797216995,-0.7293191016520646
AT1G03030,-0.0569095588486846,0.0082048353484952,0.2459132674399685,0.3819046654227364,0.0489453270249212,0.8750357218612715,1.80555151666269,0.685950852756084,0.079772244543294,0.3879258989238379
AT1G03060,-0.1402138382725412,-0.1029050302471112,-0.1781123449214155,-0.1470416850216184,-0.1471429417292722,0.1547573353881279,0.7831092050338889,-0.9941056968740428,-0.2670377446927491,-0.2025257905716848
AT1G03080,0.0460445713514473,0.0298751370245347,-0.1701988218697792,-0.5231129258886835,0.0217662983244941,-0.0318169440363455,0.374156379853176,-2.4248885200482584,-1.090984403401661,-0.6386546161494481
AT1G03090,-0.0427904472694059,0.0975993803914852,0.2799928161251671,0.254745152684322,0.0714962557106205,0.6126328786531448,1.1238367969196896,0.225612234553604,0.1504841070554333,0.5886887620863117
AT1G03100,0.0701120963863146,-0.031031910182467,-0.0826350464600943,-0.0580786432002904,-0.1887884433118908,-0.0305083150678593,0.3929964362077279,-1.1583002193033158,-0.480821284801674,-0.3791962789324352
AT1G03110,0.0452113934520898,0.0069843304534631,-0.1728346835547825,-0.3249854979739192,-0.220986833695169,-1.0404363405598744,-1.1460229621717215,-3.159076286637626,-0.5749472739586241,-1.57336141798035
AT1G03160,0.0868766755354505,-0.0909353712703401,-0.1200135812419188,-0.0866256767476203,-0.0659109910938195,0.0141096383088328,0.1082032382301429,-1.9144500639554336,-0.2624166160987612,-0.2427578439510025
AT1G03180,-0.173699731015664,-0.2390604856676029,-0.2035776538242368,-0.1419475714071588,0.0217093690110746,-0.7497072630577882,-1.0454956108814488,0.0256009250173814,-0.2032764836016592,-1.2524976642800922
AT1G03190,-0.0107313573671444,-0.2204477611645323,-0.1043866309565928,0.0400307624377569,0.0398589927998673,0.2613301888162327,0.7466974671100471,0.170973442398274,-0.2069192076123297,-0.2037603402242485
AT1G03210,-0.0346396393133565,-0.0238603298592429,0.111564602229638,0.1451361713280567,-0.0216128087651528,0.4010394966796117,1.5853300051179342,0.4781658655395892,-0.2124137219905795,0.5824173685578203
AT1G03260,0.1080224388953677,-0.0676082769915621,-0.0006714993130272,-0.0380742253772711,-0.1735883547434464,0.120129931688563,0.2407549590263863,-0.5765377453827728,-0.751443864440867,-0.8388805417590519
AT1G03270,-0.1729838420371273,0.2060869615435099,0.3153136914004392,0.2699637182025505,0.3112572752027226,1.1953865835301285,3.4772932073526923,0.7329233390183141,-0.0915191451087689,0.5225931069496133
AT1G03290,-0.1035422932485371,-0.1419625179757246,-0.5924338543021487,-0.1948122410936602,-0.0480646131927466,-1.9845366601410457,-2.11515328016726,-3.917080733933424,-2.04000873124307,-2.3965096778589827
AT1G03310,0.1874826404103553,0.3446986401716996,-0.0401055948015394,-0.1556403878107078,-0.0162014990852683,-0.3566023672180327,0.2162891677590885,-3.6440144577042832,-0.798843680533038,-0.9410546506299368
AT1G03350,0.0684222007561798,-0.2501430852914164,-0.2098989409326283,-0.1066432768660902,0.0344742235565075,-0.215692445048599,-0.3520886522294026,0.2878086528566668,-0.3944031702043822,-0.7493799789166861
AT1G03360,0.0798371005044266,-0.158230071702379,-0.2145662793385759,-0.2669547051503662,-0.1885820725415009,-0.525789139327068,-0.2672986837104231,-2.340552018628004,-0.3922458406841425,-0.7193885103759604
AT1G03400,0.0679873241074857,0.1935254166748719,0.2440048034098097,0.1860935533092398,0.674110826444589,0.8540117248481585,1.8691525205403785,1.3176902264705188,-0.3953396334803891,0.5424716551752284
AT1G03430,-0.0519913770854646,-0.0540781007158312,0.0153766165016468,0.0241111484879344,0.0603457287945776,0.6291745466741548,0.6043738071673771,-0.33119463062888,-0.1132709982311622,-0.7537517674817954
AT1G03440,0.0037919743464666,-0.1164688851725943,-0.229789739373028,-0.312581742941583,-0.0912716727146525,0.9752692911693636,1.5727264768542186,0.1521667526451868,-0.4152987718257835,-0.1037168909681855
AT1G03457,0.0650736029079826,-0.0548810247205926,-0.0060503375628745,-0.1635528703299976,0.6400282014452705,-0.6279614119735243,-0.3547227648354208,-0.9692802933691012,-0.5914778532243258,-0.5240366714913894
AT1G03470,-0.0423972654925141,0.0035351538586494,0.2317933746817884,0.6191142384943626,0.1071179322159693,1.0522683533392565,2.693681333812484,2.81660470540134,0.6185079302045875,0.9772074994452522
AT1G03510,-0.0263467592250552,0.0713162699622241,-0.187738827096697,-0.0290122544903305,-0.1849551200230202,0.1346242627499904,0.2990872482245041,-1.509107136075404,-0.4838512973206781,-0.9738780066285844
AT1G03520,0.1354042397002793,0.0178647446433481,0.0467006439114077,0.0013244040313751,-0.0421656900157347,0.3201215763281284,0.3637693393590105,0.1595126439242769,-0.4930081295069741,-0.1807052330139328
AT1G03530,0.101064346262094,-0.0389755806152074,-0.1338320041567537,-0.1524681262481424,-0.161387116116924,-0.2004604789001844,0.4376097337701214,-0.9594163170031318,-0.0942813757790022,-0.4260617288894072
AT1G03550,-0.0358566058477862,0.0791039650780233,-0.0989582469081611,-0.038034844177297,-0.1007218362292462,0.6972612920261615,1.5758044141650207,1.514544297918897,0.6101564116510273,0.9396729878559548
AT1G03560,-0.0376063175073973,-0.31940329099115,-0.311826813512467,-0.2695571500109916,-0.0297401146119014,-0.0738752081117581,0.2850678696495648,-0.6099743100936664,-0.3837361537594622,-0.4680037644447332
AT1G03620,-0.1139943694283719,-0.1377273760090173,0.3399536451267539,0.3711594424653919,0.0137107884913177,1.0809656487649384,2.601751983679867,1.0518662425036482,-0.8740865165077953,3.768838194665857
AT1G03630,-0.0387084968151247,-0.0900377081173823,-0.0843521050125497,-0.2618772591259027,-3.139551352398793,-1.871160275435504,-1.886970065720412,-5.290281212563181,-3.250389296878265,-3.6087190029898975
AT1G03687,-0.067921437235861,-0.1107452061618451,-0.0906959833047424,-0.01060399668426,0.0707594653419908,-0.3722526327820476,-0.6400715457959745,-2.5557171410639574,-0.3972831836614654,-1.426919050009406
AT1G03730,0.0897798005276565,-0.0501267490440768,-0.0835228904903778,-0.0329218247703269,0.0686754042673199,-0.3303874782622761,-0.0618046187810037,0.0997400120440635,-0.3522698750106506,-0.9200802732798292
AT1G03740,-0.0234578055571974,-0.0948427056889006,-0.0133433435667138,0.007604983210317,-0.1945909809891986,0.3418737231146576,1.243773979159516,-0.7928328759398561,-0.3094868738564617,0.2259066340023066
AT1G03750,-0.0729533657665796,-0.2503635937964258,-0.1875544251537862,0.0601239714648273,0.1317555812782799,0.1425884893526688,0.6907649190931349,-0.3254412755909208,-0.5305811979148982,0.0182244320156964
AT1G03790,-0.0123394065690706,0.0591335493332646,0.1165290557631094,0.1459823350425063,0.0144478904496301,0.7957866037395215,4.252595345064853,0.1264914261917266,-0.1457014997498956,-0.0751391777683267
AT1G03830,0.0314535009352797,-0.0131854482171546,-0.1163887154931941,-0.1871245541645079,-0.1574831814942517,0.196790568949012,0.6943222968373902,-1.7119202760751102,-0.5056225130692557,-0.3076978669912534
AT1G03850,0.0665562120064456,0.0275019654254121,0.0304371116988375,-0.111050454502194,0.9436724827594006,-1.2334183107551688,-2.1083434895973565,-3.067404014284772,-1.7850309309738568,-2.6383323223251973
AT1G03870,0.0781076351174809,0.2405166108125522,0.1281331036809498,-0.0765573990500456,-0.217230716220669,-6.231451346410538,-1.9496748541080853,-4.448360117601127,-3.7131772721728935,-6.096909510101909
AT1G03890,0.0116871547884833,0.1313211108385283,0.4366250519372469,0.9086457365794628,0.045876563047439,0.9126070550719962,3.372956559459695,7.541507185104953,1.2356530682264824,1.604926633134668
AT1G03900,0.0392109505623432,0.0679677826646162,0.1012100912221722,0.1326430530000887,0.1469232294212994,0.5367792381929396,0.6077567828370883,-0.1358959835577184,-0.8189332116917935,-0.4339662907704834
AT1G03905,-0.0774395802009851,-0.2234169108286457,0.0278915059323484,0.2638081446210778,0.2777960113259392,1.2047769654125104,2.4488421937990306,1.2784017907641616,-0.3714227621316432,0.362972664771178
AT1G03910,-0.0206604290262304,-0.1970792754266271,-0.1854033532435496,-0.1877137216231697,-0.0255200097667416,0.2434683553710888,1.149046885920442,0.2335499144076995,-0.3223379567959117,-0.1423354567754266
AT1G03950,-0.1347579117777818,-0.1770525248402239,-0.2342893217256786,0.0613150869182916,0.025311414581086,0.0071223895242601,0.1220624090651445,-0.1703963468540601,-0.6621260398203856,-0.7119242267753079
AT1G03970,-0.0201387655029319,-0.1271732112682115,0.0551765619482782,0.2027954700845852,0.0378036744818201,0.5863971910688998,1.7201516283551248,1.299717980696493,-0.2962213739495293,-0.2427373786495761
AT1G03990,-0.0107817794917864,0.0593479658658606,0.0508606545349153,0.3334278919341444,0.2774806819507047,1.3135252089859943,6.279111931439374,5.744570221174784,1.0806083254051813,1.0393249702934089
AT1G04000,0.0844579281550749,-0.059309074176655,-0.0960713767818683,0.1616240945565107,0.1126883842699967,0.0654116923019137,-0.3591446448013882,0.7534788356513878,-0.2822001154433559,-0.2490539261380892
AT1G04010,-0.1633207316010408,0.1504448443947694,0.1567068780363922,0.0528331290947989,-0.0238420221824536,0.0150689613682474,-0.0048665968903471,-0.5271475690419063,0.3779835034049469,-0.4356124974920857
AT1G04030,0.0782152506925638,-0.0811383760066525,0.0241997695191262,0.1195543875816412,0.0198799706389715,0.3154399686552548,0.727458098720342,-0.124373818034298,-0.5960730188249826,-0.1691336488143454
AT1G04040,-0.0943733220474662,0.1024276841218323,0.1897304656008316,0.003926792763042,0.5087174771564609,0.570373061019416,-2.157250473761328,1.4839128638985857,-0.0521892096929437,-1.8888543573684533
AT1G04070,0.0863063961202263,-0.1283353326795948,-0.1531014268602726,-0.1067395674076206,-0.0568374795534206,-0.4226933074860045,-0.5941441008551971,-0.10538521992493,-0.1263881197167953,-1.2233150438070894
AT1G04100,-0.0575867883244012,0.0098966121128879,0.147244180691509,0.2215956083172988,-0.2224324167633355,0.6976635851166376,0.8956033931624966,1.4190262589097935,-0.1730146679823662,0.9582983207438032
AT1G04140,0.111682965983606,0.096712035518558,0.0228255000013256,0.0259602798425227,0.1085386294985544,0.151714076454971,0.5097765251250916,-0.3314182293098968,-0.0271898790245871,-0.0375831816536485
AT1G04240,-0.1046695688055332,0.0378003396400629,0.0672618712499249,0.0075372120109506,1.856472688622295,0.7601578194181899,0.5316957324688875,-2.211138294873315,-2.417348650326047,-1.809120753157381
AT1G04260,0.0104213024096245,-0.0339314468080951,0.018438212677839,0.0670963035275047,0.0639712957404135,-0.1512797456086518,-0.0481302629108179,0.0715964608645793,-0.0758423130117883,-0.7535674331332108
AT1G04300,-0.0062821380393386,-0.1270610809264065,-0.0237176087196124,0.0629784015941469,-0.0605391869965783,0.5264095355453773,1.8972782088725304,0.2345485387956145,-0.2334548190873711,0.4542440828506586
AT1G04310,0.1841668577127644,0.0177028156940181,0.1201527103911981,0.0726379722760121,-2.2031880904584256,-0.8797474887821023,-0.0287767697560056,-1.1744924542373234,-0.5520737768532563,-0.3349159373946017
AT1G04350,-0.041796798256526,-0.0866555413872931,-0.0116029427332004,0.214830478138094,-0.1152266277158234,0.9183696040518154,2.253695930712773,0.8733273730925138,0.4435417829328109,1.0724592492248315
AT1G04390,-0.0186711500797779,-0.3107369881924329,-0.2410668143780306,-0.1177121674299717,-0.0301260237582946,0.2053189079775066,0.8041668886339557,-0.0587332885193888,0.082663611214276,0.098694215266652
