ID_REF,log2_D/G_6h,log2_D/G_16h,log2_D/G_24h
AT1G01010,-0.4048329014096896,0.192515052703167,-0.0111651914773764
AT1G01020,-0.103668900006059,0.2435998694689001,0.3364697379609607
AT1G01030,0.0689513779658284,0.7323256336832004,0.2297788212041077
AT1G01040,0.3591407065563919,0.0241604243504044,0.3148211262103805
AT1G01050,0.1802165252857299,0.2095286724199008,0.3715939664221508
AT1G01060,0.4122742155810559,0.3131959961267379,0.3814094048198659
AT1G01080,0.5761472769066251,0.4352268289511678,-0.4146571921616055
AT1G01090,0.4864073352639781,0.3098353645798923,-0.1195653797001064
AT1G01100,0.3795380039920836,0.4225654350843346,0.1771374710381444
AT1G01110,-0.3349230939432939,-0.2521663652188303,-1.315104347208068
AT1G01120,-1.7601216383020486,-3.046532920771868,-2.677519371844836
AT1G01130,0.1523703783352438,-0.6357912820632101,-1.5267478867758604
AT1G01140,-0.3929593338197791,-1.6716568175120627,-1.9343974537946789
AT1G01160,0.0822509465116471,0.1126909326259887,0.6230666945228519
AT1G01170,-0.0753612533555707,0.0790030047885831,0.5597725654051467
AT1G01180,-0.4588148256353868,-0.5800684493662892,-0.0303631691774621
AT1G01200,-0.2860942142584666,-0.105493128847314,-1.554402050705294
AT1G01210,0.1597264102557822,0.6210264513540418,0.5778585517603685
AT1G01220,0.3219280948873626,0.5678293509179639,-0.4270578499031043
AT1G01225,-0.6964504344274923,0.0693737030406619,-1.911839811580252
AT1G01230,0.1221612950416622,0.1444614986803438,0.5262917973887522
AT1G01240,-0.1050232717243724,-0.2009175172911331,0.5916473229602225
AT1G01250,-0.1732367101722004,0.8395174238108131,1.5273058740928014
AT1G01260,-0.5931228338054054,-0.5640269939811535,-0.4493456916503007
AT1G01290,0.6215016087780495,0.2667522456578148,-0.0290925968560324
AT1G01300,1.3323716035430675,0.6437663712778208,-1.1557238842923891
AT1G01310,1.2713592704847254,0.6615837823240687,-0.7027595370054435
AT1G01320,0.1963766097672166,0.1956034720993485,-0.5049870814234022
AT1G01340,-0.2942256774783346,-1.0891479047561616,-0.328361528250191
AT1G01350,-0.5127811898918522,-0.4682318299921674,-0.5557967061959725
AT1G01355,-0.0611543059488554,-0.2345671352825501,0.873689156259641
AT1G01360,-0.1930604672661272,0.0085432349891157,0.6712980230436483
AT1G01370,-1.1037954123723008,-0.3649968167792485,-1.3631985677592258
AT1G01420,-0.2266502553396046,-1.4472658321766507,-0.4118421601190369
AT1G01430,0.2254445708448201,0.2344308542035307,-0.4461089452118495
AT1G01440,0.1178565006276552,-0.1152735763664692,-0.0576386258679443
AT1G01470,0.1871421675383332,-0.3268467993219388,0.2304274007614197
AT1G01480,-0.4342393290980554,-0.5275949623696705,0.2203287634562793
AT1G01490,-0.0225725263988202,-0.4544670554795855,-0.7060418885525214
AT1G01500,-0.0545494107488452,0.2134502451227058,0.7959716372540564
AT1G01510,0.4521850926335055,0.3957181355364422,0.2404906471132323
AT1G01520,-0.3283955186456738,-0.178123524490343,0.8310105945474099
AT1G01540,0.2792307527838185,0.0587465428408968,0.268427156372196
AT1G01550,-0.0818625400192331,-0.3664918474862059,-0.1174053338363178
AT1G01570,-0.5774288280357486,-0.1556192209589286,0.0727141836404108
AT1G01580,0.361676961161392,0.2795558499079388,0.9504490653903136
AT1G01600,0.0282794834796267,0.3868150050723766,0.2772863704344873
AT1G01610,-0.3552652787614749,-0.8689278955834056,-2.1945246337016853
AT1G01620,-0.0576862077079999,-0.0094197929648673,-1.5226989189367803
AT1G01630,0.2763954781540422,0.2646868424516914,-0.8482161777828042
AT1G01640,0.3698711832307089,0.3805167591441065,0.8423503434138078
AT1G01650,0.2164378063515465,0.5235235597872425,0.9665568787705138
AT1G01690,-0.2654437742301709,0.1851067049523948,0.3057702877101559
AT1G01710,-0.1017687073969444,-0.4040723376052232,0.107053911997274
AT1G01720,-0.3578488999894707,-0.7573896569750035,-0.0765118981522569
AT1G01725,-0.4123389106570375,-0.0979228225826133,0.9515865546407484
AT1G01730,0.0800380410319237,-0.2370467016639275,0.504046668304859
AT1G01740,1.1375035237499351,0.3863186821573169,1.3169158314523737
AT1G01760,1.1044141428320688,-0.3480455398144398,0.4500757159731663
AT1G01770,-0.4375069566151709,-0.3417590831165541,-0.5247472707343186
AT1G01780,0.2924613671527857,0.2031064935679363,0.2749168681310353
AT1G01790,0.5202262434937563,-0.3136604789037618,-0.6997468143090854
AT1G01800,0.195974993435777,0.0553133858313835,0.0057011074708339
AT1G01810,-0.3324577935585627,-0.8307525064888973,-0.4390745766721087
AT1G01820,0.2403666995149669,0.0245457463889506,0.4751843379577624
AT1G01830,-0.3111545698841591,-0.2642765023727561,0.0103584452713319
AT1G01840,0.3046035252255358,1.0154243519669957,0.3573587492769746
AT1G01860,0.3695525316466662,0.4680987430302574,0.2932887795235274
AT1G01880,-0.9017065052542792,0.3810901673555062,-0.1230155671266567
AT1G01900,-0.2267708618470225,-0.6894566685922618,-0.8699394594356271
AT1G01910,0.1747899311866044,0.0655255217214577,-0.2144586788600678
AT1G01920,-0.0910545237471311,0.1641376242035264,0.3733822337198042
AT1G01930,-0.3712301245307457,-0.6312728045038071,-0.2312888218248443
AT1G01940,-0.4155596473268487,-0.3837452643847702,-0.4221328245673305
AT1G01950,0.3373891408199225,0.4712098667510907,0.2578786832933091
AT1G01960,0.3496484040871686,0.0616351725774275,0.0576537942222301
AT1G01970,-0.145519059874851,-0.0289177315017898,0.5113570722875658
AT1G01990,-0.0107333838910854,0.3006835535039713,0.4008393072829423
AT1G02000,-0.6347592003616206,-0.5428082436988018,-1.44718802288255
AT1G02010,0.2556397456626716,0.3098091649387751,0.7675034003517226
AT1G02020,0.1424136003979753,0.4698556641275809,0.2701163841144936
AT1G02050,0.2009239517442718,0.1022766793408994,0.8605642118678232
AT1G02060,-0.7430523657264988,0.7919230269918989,0.0378100877586893
AT1G02080,-0.0070217676511258,-0.1194310305689517,-0.0484290575764288
AT1G02090,-0.5616347786926448,-0.4769432535378761,-0.5074611107207708
AT1G02100,0.3102283544257127,0.3494762918379245,0.7489173599465238
AT1G02110,-0.0461089837179313,0.6317245361188939,0.7666055686766222
AT1G02120,0.0217041796838496,0.032488662780659,0.681490436119041
AT1G02130,0.5979625083111269,0.5494300768793009,0.052976696874531
AT1G02140,0.2518784981632724,0.2509125905529593,0.3510605355090296
AT1G02145,0.2107151508419651,0.1690560787072936,0.4437211863368192
AT1G02150,0.0288552766922792,0.100005168125995,0.4713578701743027
AT1G02160,0.0791974126323168,0.1730935908478572,0.3633190951702553
AT1G02170,-0.2873059488043994,-0.1337128756429772,-0.012259748763401
AT1G02180,1.0399424812331823,0.5041559738217315,0.4931483257845329
AT1G02230,-1.596103058326357,-0.1212135869690805,1.126633438531017
AT1G02260,0.4522138498125866,0.2653225824290641,0.988813979554552
AT1G02270,-0.2579266772321562,-0.1062243572620768,0.453910390923134
AT1G02280,0.1414135771608055,0.4218638370697163,0.4670060580052637
AT1G02290,-0.1437090716439694,-0.0863043823081138,0.0147871107107677
AT1G02300,0.8930847960834881,1.9366379390025703,0.9577717646107023
AT1G02305,0.3710895953097694,0.1703765192297596,0.1617598419808593
AT1G02310,-1.1629908063211,-1.94135141553652,-1.5105149562554048
AT1G02330,-0.3651804148197981,-0.4942562588705304,-0.6686985076612806
AT1G02370,0.2954038780348759,-0.1435089252910195,-0.1067548729949931
AT1G02380,-0.8350472925207412,-1.4946553780376517,-0.7717962063592668
AT1G02390,0.9319110101578306,1.323187540659961,-0.5479682932389546
AT1G02405,0.841004774186154,0.2795751990041891,0.6121530208505721
AT1G02410,-0.2334508075594501,-0.7474010468325168,-0.5081650680281862
AT1G02420,-1.0,-0.9400574595437178,3.6244908649077936
AT1G02450,0.4694172428814236,-0.027449978285021,-0.8554987501252453
AT1G02475,0.1900201393090196,-0.118803222691096,0.0720769504188784
AT1G02500,0.1344011413981847,-0.0261661463014476,0.1886560478876399
AT1G02520,-0.8392266969272179,-2.2541845296976764,-1.9551401624846176
AT1G02560,0.2259195386802668,0.129036926085362,-0.0589039752458453
AT1G02610,-0.9003290843546917,-1.5222430794495192,0.053750385777609
AT1G02640,1.2192514321172112,-0.564520200524103,-2.966609544455968
AT1G02650,0.0731075482732694,0.6669313475074373,0.0018846443449429
AT1G02660,-0.2410620334400497,-0.4382974055479533,0.458349163111956
AT1G02670,-2.864455329288122,-2.197301440373618,0.2639116907747145
AT1G02680,-0.2609024870189824,-0.2971390234068835,0.1711564059050503
AT1G02690,0.800189742704622,0.5527112324486186,0.7933041488668193
AT1G02700,-0.1532978522957929,-0.3902832583901069,0.293477591822464
AT1G02720,0.5098223784025211,0.4565444201593233,-0.2558249312579304
AT1G02730,-1.029747343394052,-1.321928094887362,1.1652025911999089
AT1G02740,-0.3053253645826392,0.1531792905827355,0.1105788093717195
AT1G02750,-0.7029673002335347,-1.0405528544726907,-0.2312758631034585
AT1G02770,0.4834100298529341,0.0755152653170564,0.5662772142064536
AT1G02780,0.3636302821037454,0.2171851974211292,0.050616888941451
AT1G02810,-0.1046973786666932,-0.7168031643499794,-1.6128446659671585
AT1G02816,-0.1438016826857396,-0.3739864047515649,0.1903492211647702
AT1G02840,0.1559175569184866,0.2039227041081789,0.4500561296618277
AT1G02850,0.2925882412814383,-0.3191732094099064,-0.142231276214834
AT1G02860,-0.5113185107680327,-0.4525122046975067,-0.3891644204782479
AT1G02870,0.0624087781480547,0.215037418817839,0.057917680688968
AT1G02880,-0.423892999588361,-0.494340265649663,-0.3499780792541526
AT1G02890,-0.3693484466358407,-0.6913773587627621,0.3787008829397115
AT1G02910,0.0387704975726681,0.0549186356253797,0.0947036227916652
AT1G02920,0.0127220555977025,-3.273068348481888,-3.1903315610376497
AT1G02930,-0.0707002391893771,-2.9777610041349907,-3.148158522074219
AT1G02960,0.1438179680588493,-0.3116127325190703,0.4247516198757254
AT1G02970,-0.3457748368417301,-0.2223924213364481,-2.657112286476992
AT1G02980,-1.794415866350106,-0.9691059920542162,-0.4072391287184366
AT1G02990,-0.1382029861811332,-0.0702134345174233,0.0991240042541025
AT1G03000,0.1642285036450319,0.1715567760637742,-0.1399093132813994
AT1G03030,-0.0742734673718029,-0.1910676381916912,0.2947048300789623
AT1G03040,-0.1343128073189815,-0.3370231115533654,0.0558595533005897
AT1G03060,-0.3331934473100217,-0.2145204036808815,-0.0761461847547487
AT1G03070,-1.7975306073423545,-1.5302366527556794,-0.6957765241959929
AT1G03080,-0.4167057909334951,-0.5590668007322048,-0.560357173443246
AT1G03090,-0.0513683910904043,-0.3880256038520167,0.2182106106305121
AT1G03100,-0.1698861780938383,0.3100580412211084,-0.2227700160623852
AT1G03103,0.1904730874616958,0.5238193580097411,0.5376567859427995
AT1G03106,0.0131591846416466,0.2326369904763703,0.8685509036754653
AT1G03110,0.1634205042163338,0.1086734745786496,-0.4610799873474077
AT1G03120,-0.6036018360259409,-0.177708807637525,0.7475391143217546
AT1G03130,-0.0766859440682459,-0.7130162178164029,-0.1416955166983924
AT1G03140,0.014858217538873,0.1186904106210418,0.4275289826082123
AT1G03150,-0.0720200955880151,-0.2244034108702149,-0.6429073019893125
AT1G03160,-0.0461641260878771,0.1112055005418662,0.0877759600884408
AT1G03180,-0.0816303959481845,-0.5513850173251894,-1.6715781430271377
AT1G03190,-0.204571816666435,-0.5428984411546123,0.0981432741233075
AT1G03200,-0.3525734123321901,-0.8395353278067542,-1.0896372124846765
