ID_REF,log2_RAD_3h,log2_RAD_7h,log2_RAD_12h,log2_RAD_24h
AT1G03260,0.1080224388953677,-0.0676082769915621,-0.0006714993130272,-0.0380742253772711
AT1G03270,-0.1729838420371273,0.2060869615435099,0.3153136914004392,0.2699637182025505
AT1G03290,-0.1035422932485371,-0.1419625179757246,-0.5924338543021487,-0.1948122410936602
AT1G03310,0.1874826404103553,0.3446986401716996,-0.0401055948015394,-0.1556403878107078
AT1G03350,0.0684222007561798,-0.2501430852914164,-0.2098989409326283,-0.1066432768660902
AT1G03360,0.0798371005044266,-0.158230071702379,-0.2145662793385759,-0.2669547051503662
AT1G03400,0.0679873241074857,0.1935254166748719,0.2440048034098097,0.1860935533092398
AT1G03430,-0.0519913770854646,-0.0540781007158312,0.0153766165016468,0.0241111484879344
AT1G03440,0.0037919743464666,-0.1164688851725943,-0.229789739373028,-0.312581742941583
AT1G03457,0.0650736029079826,-0.0548810247205926,-0.0060503375628745,-0.1635528703299976
AT1G03470,-0.0423972654925141,0.0035351538586494,0.2317933746817884,0.6191142384943626
AT1G03510,-0.0263467592250552,0.0713162699622241,-0.187738827096697,-0.0290122544903305
AT1G03520,0.1354042397002793,0.0178647446433481,0.0467006439114077,0.0013244040313751
AT1G03530,0.101064346262094,-0.0389755806152074,-0.1338320041567537,-0.1524681262481424
AT1G03550,-0.0358566058477862,0.0791039650780233,-0.0989582469081611,-0.038034844177297
AT1G03560,-0.0376063175073973,-0.31940329099115,-0.311826813512467,-0.2695571500109916
AT1G03620,-0.1139943694283719,-0.1377273760090173,0.3399536451267539,0.3711594424653919
AT1G03630,-0.0387084968151247,-0.0900377081173823,-0.0843521050125497,-0.2618772591259027
AT1G03687,-0.067921437235861,-0.1107452061618451,-0.0906959833047424,-0.01060399668426
AT1G03730,0.0897798005276565,-0.0501267490440768,-0.0835228904903778,-0.0329218247703269
AT1G03740,-0.0234578055571974,-0.0948427056889006,-0.0133433435667138,0.007604983210317
AT1G03750,-0.0729533657665796,-0.2503635937964258,-0.1875544251537862,0.0601239714648273
AT1G03790,-0.0123394065690706,0.0591335493332646,0.1165290557631094,0.1459823350425063
AT1G03830,0.0314535009352797,-0.0131854482171546,-0.1163887154931941,-0.1871245541645079
AT1G03850,0.0665562120064456,0.0275019654254121,0.0304371116988375,-0.111050454502194
AT1G03870,0.0781076351174809,0.2405166108125522,0.1281331036809498,-0.0765573990500456
AT1G03890,0.0116871547884833,0.1313211108385283,0.4366250519372469,0.9086457365794628
AT1G03900,0.0392109505623432,0.0679677826646162,0.1012100912221722,0.1326430530000887
AT1G03905,-0.0774395802009851,-0.2234169108286457,0.0278915059323484,0.2638081446210778
AT1G03910,-0.0206604290262304,-0.1970792754266271,-0.1854033532435496,-0.1877137216231697
AT1G03950,-0.1347579117777818,-0.1770525248402239,-0.2342893217256786,0.0613150869182916
AT1G03970,-0.0201387655029319,-0.1271732112682115,0.0551765619482782,0.2027954700845852
AT1G03990,-0.0107817794917864,0.0593479658658606,0.0508606545349153,0.3334278919341444
AT1G04000,0.0844579281550749,-0.059309074176655,-0.0960713767818683,0.1616240945565107
AT1G04010,-0.1633207316010408,0.1504448443947694,0.1567068780363922,0.0528331290947989
AT1G04030,0.0782152506925638,-0.0811383760066525,0.0241997695191262,0.1195543875816412
AT1G04040,-0.0943733220474662,0.1024276841218323,0.1897304656008316,0.003926792763042
AT1G04070,0.0863063961202263,-0.1283353326795948,-0.1531014268602726,-0.1067395674076206
AT1G04100,-0.0575867883244012,0.0098966121128879,0.147244180691509,0.2215956083172988
AT1G04140,0.111682965983606,0.096712035518558,0.0228255000013256,0.0259602798425227
AT1G04240,-0.1046695688055332,0.0378003396400629,0.0672618712499249,0.0075372120109506
AT1G04260,0.0104213024096245,-0.0339314468080951,0.018438212677839,0.0670963035275047
AT1G04300,-0.0062821380393386,-0.1270610809264065,-0.0237176087196124,0.0629784015941469
AT1G04310,0.1841668577127644,0.0177028156940181,0.1201527103911981,0.0726379722760121
AT1G04350,-0.041796798256526,-0.0866555413872931,-0.0116029427332004,0.214830478138094
AT1G04390,-0.0186711500797779,-0.3107369881924329,-0.2410668143780306,-0.1177121674299717
AT1G04410,0.0538851077426489,0.103131638711917,-0.0120999174491312,-0.0976021714220597
AT1G04420,-0.0106670333708354,0.1527970280007966,0.0380214857517675,-0.038654597768762
AT1G04430,-0.0499669330420877,-0.0114322199477257,-0.0100782065965211,-0.5020156711092421
AT1G04490,0.0136355478578441,0.11522287889807,-0.0728419321445606,0.0759124283995019
AT1G04510,0.0509690330047471,0.0253707928402953,-0.0994152297238199,-0.0585169577837977
AT1G04520,0.154794514839448,-0.1175891734752213,-0.5667282166562715,-0.9868091502014226
AT1G04550,0.1028604949999591,-0.2073640971847407,-0.2527625142371265,-0.1613554021525058
AT1G04560,-0.0008125656221461,-0.0019670458416141,0.1519982915312876,0.1874869329631975
AT1G04590,-0.0915443168375313,-0.1345660816872931,-0.2327718955164809,-0.1759881616879262
AT1G04640,-0.1218737148592063,0.0179265045763648,0.0301371440508876,-0.1042195098068824
AT1G04650,0.0849967437844037,-0.3847223326700308,-0.1832958905529307,-0.2407698199470754
AT1G04700,-0.0461499418731877,-0.0471381898986527,-0.043867311494404,-0.0756022699698131
AT1G04710,0.005415082678424,0.1774112996067916,0.1151033780531025,-0.0518644936927842
AT1G04760,-0.0452018942522142,-0.0901705606205834,-0.0044040951028101,-0.0740654068753091
AT1G04770,0.2216762068677644,-0.2065171105916832,-0.1227501382697208,-0.1770093618504424
AT1G04780,-0.1181769709787622,-0.5929831408891054,-0.4492322490902236,-0.3131595284691812
AT1G04800,0.0207813017779429,-0.0256655989502694,0.1091102673873522,0.0616964821708725
AT1G04820,0.1522926645555421,0.1001667719255621,-0.4815665075049581,-0.4427295047711912
AT1G04830,-0.0829473746800573,0.0177332093348312,0.1253565361405038,0.1312680500883711
AT1G04860,0.1209665990347247,-0.2608930663152766,-0.1712196472494516,-0.0931738425466321
AT1G04880,0.0773929382800514,0.0542652162457316,-0.142140653652806,-0.2180369001865129
AT1G04900,-0.045242949377868,0.2721410688411017,-0.0274405411088807,-0.0976829421379634
AT1G04920,0.0355739711954791,0.4522450130845383,0.6665334266815924,0.275480772815491
AT1G04930,-0.0086839449620515,-0.2532800128415275,-0.2558538505700105,-0.2540386502259819
AT1G04945,0.0879799264963064,-0.1814876902861753,-0.258123800599759,-0.2408207868890544
AT1G04950,-0.0009964432256892,-0.169273946061052,-0.072160422111911,0.0627997844335757
AT1G04985,-0.1453289079259283,-0.2031407814514544,-0.1615380946257658,-0.0083867321572588
AT1G04990,-0.0085817304933572,0.0136599833017452,-0.226356206892022,-0.0919157654364739
AT1G05000,0.0689851106734304,-0.0228618344747358,0.0399564274661694,0.4065529277349944
AT1G05010,0.0119330446346694,0.086270796527499,-0.002293444499142,0.2252735618556229
AT1G05030,0.1081466976963362,-0.0512772441460395,0.1254315785265315,0.0116086105265839
AT1G05055,-0.0660959257613231,-0.1019830401310014,-0.1572158770627035,-0.1823134112935247
AT1G05060,-0.0235465740340878,-0.0290142087714924,0.0439621204744498,0.1154921872210836
AT1G05100,-0.0876904382347247,0.0587337457663353,0.0821342810215874,-0.0193196447975198
AT1G05120,0.0197071626578312,-0.068175131713856,-0.0480622794557461,-0.0075171513509527
AT1G05140,-0.0679821380682386,-0.0301437386165276,0.2154289748435744,0.3859117358571076
AT1G05150,0.1676460749513276,-0.0309113827759283,-0.0309303438154301,-0.0783305273299949
AT1G05160,-0.1670553130223807,-0.0576502693650777,-0.1721790032319057,-0.2133636422738243
AT1G05170,-0.0779125018323088,-0.4159164576092334,-0.2253978395654264,-0.5374412912848249
AT1G05180,-0.0235022178422967,-0.1358779014618407,-0.2097632613571755,-0.1607226745681589
AT1G05190,-0.0088184019319292,0.132602053600925,0.0129920948762718,-0.0674658063468684
AT1G05205,-0.0082632800608474,0.1814781101965713,0.1372422742925545,0.090341652827965
AT1G05270,-0.016871238766641,0.0062315001682169,-0.055923665959195,0.0340417241691786
AT1G05340,-0.096659515655738,0.1986770326189738,0.3934096797717392,0.6999893893368266
AT1G05350,-0.0401078201138944,0.0942913554754207,0.0360812880461538,-0.2269586133639329
AT1G05380,0.0837037210271741,-0.1730089250423341,-0.037258401307028,-0.0070608064142906
AT1G05385,-0.1257152967931102,0.1458503152786664,0.1624031393917623,0.2261234748613809
AT1G05400,-0.2283093652474725,-0.1698559029697965,-0.0239207142024822,-0.0429758208529719
AT1G05430,-0.0147396899352449,-0.0081623631129327,-0.0879166944542945,-0.1035838984587874
AT1G05460,0.0497820162068521,-0.0272099592517497,-0.0925944922029509,-0.0454647527108457
AT1G05470,-0.0350119479396155,-0.0224992429989672,-0.0136125839686818,-0.072516757771695
AT1G05520,0.0841464019024255,0.0955115492183997,-0.1296592250031767,-0.1808238774421958
AT1G05570,-0.0714116757640644,0.1116537307886822,-0.3701468233102792,-0.3247118336278959
AT1G05590,0.13085580130155,0.1303819637978194,-0.0759326097850017,-0.2433498595575531
AT1G05600,-0.0040111813026653,0.0308962397884962,0.072816016164487,0.1470186371939111
AT1G05620,-0.0323176460439639,0.137445572592809,0.1013117010216119,-0.1335745539896101
AT1G05670,0.1422277836732702,-0.2339208035680694,-0.1694135797423449,-0.069096975405548
AT1G05680,-0.0268201010428503,-0.1806994780541596,-0.2953275136417043,-0.1941075291431252
AT1G05690,-0.0374800106734199,-0.0739610710719637,-0.0692394389547654,0.0579535021587233
AT1G05710,-0.1107158662706988,-0.0894180288354007,0.0413581004074307,0.2016256054281988
AT1G05750,0.1858118897415782,-0.0750900997083958,-0.163447229788993,-0.0526945796182434
AT1G05790,-0.0650097502288326,-0.1756666412713306,-0.0239955287764392,0.0140171417781164
AT1G05840,-0.0882941927697299,0.128758848643624,0.3096377755187087,0.4643858573961285
AT1G05900,0.0319323721585399,-0.1541663953729211,-0.1513681088313558,-0.1496168501845075
AT1G05910,-0.0025371148735831,-0.0589944976960455,-0.2144432000084933,-0.2331505768966523
AT1G05940,0.0310319497133304,0.0890072800563873,0.1408691040790595,0.1851161200218824
AT1G05960,0.0483526086792008,-0.1938198680333488,-0.2452235011769659,0.1032417848211149
AT1G06000,0.0598999315210781,0.2382532751642096,0.2640831747543068,0.0721176290966312
AT1G06010,-0.046032298654755,0.110881510791335,0.2475523447695805,0.2570033429954472
AT1G06040,-0.0177596777201141,0.1337768916191009,0.0543730867728937,0.0575832344928527
AT1G06050,0.3249960573969815,-0.0645448463467596,0.0015219374693166,0.1056804028340462
AT1G06070,0.0323666853051617,-0.2281649505637249,-0.3194721980085817,-0.2851664548393111
AT1G06080,-0.0766776411401143,-0.0455295325222409,-0.9511662505324272,-1.3883228784713235
AT1G06130,0.0175821188900234,0.1057362255118943,0.1598732626833119,0.2781982518713478
AT1G06230,0.0200876682720341,-0.1831991361635033,-0.1266421076170886,-0.0543781365287761
AT1G06240,0.205159464052279,-0.0844023298661287,0.0849556175775804,0.0276091166662806
AT1G06270,0.1875604519049089,-0.1456142091159226,-0.1271178594859292,-0.1713404046275742
AT1G06310,0.0108732081967845,0.1211493127425406,0.0476611715933833,-0.1732080666067145
AT1G06320,-0.1678564684828194,0.0079212413211569,0.150297930545692,0.0433396451758488
AT1G06390,-0.0061597556580432,-0.0667106801011664,-0.2569009128148947,-0.2503357351920325
AT1G06410,0.1177007380176733,-0.1091127878950812,-0.1903796153677656,-0.2200919162765753
AT1G06450,0.1180265891333107,-0.0769461528480492,-0.153911668579023,-0.1462809726070287
AT1G06470,-0.041372454349531,-0.1770641025543805,-0.1396222730065343,-0.3125005961942182
AT1G06490,-0.0637148521012416,0.1555098522627814,0.0877724320990181,-0.0397883106306239
AT1G06500,-0.0391172141834774,-0.0026901066345267,0.057898716750712,0.1493154632870779
AT1G06520,0.043158926937152,0.3603250652615529,0.6212037561958512,0.5535525932072753
AT1G06530,0.0073213198815519,-0.1331555219574696,-0.176314159614968,-0.1728032523766597
AT1G06560,-0.0909776694607039,0.0317139447918729,-0.0781696002473511,-0.1598526219591699
AT1G06570,-0.0274258333540002,-0.0295406681541805,0.180773116867291,0.5186378512525683
AT1G06580,0.3865356043387625,0.0419437688502883,0.002676379334559,0.0020081078492111
AT1G06630,-0.0070447411021694,-0.0303685430678645,0.2146364490952687,0.2679061870440912
AT1G06650,-0.0663592977735911,-0.1066052825688701,-0.0389475811304898,0.1148992454240041
AT1G06680,-0.0290466145308585,0.1312901411401109,0.2415635042837889,0.4346514716803164
AT1G06690,-0.0817948460975609,-0.00599956476713,0.2420178432918166,0.2583714827232292
AT1G06700,-0.0199640309833401,-0.0353580117064863,-0.0833433958548274,0.067173865944348
AT1G06710,0.2842454368693848,-0.2038637570185269,-0.2014580121992495,-0.1851821785491322
AT1G06750,0.0801634170960434,-0.1251131009549087,-0.1245966694765998,-0.1002347366375925
AT1G06770,0.0106546439295514,-0.0731247001422877,-0.1851220734666468,-0.1253958471612258
AT1G06790,-0.0047347645773623,-0.0518066759416869,-0.1255510208560865,-0.2030286195710428
AT1G06820,-0.0217259695206153,0.0525440472970726,-0.0036492954378643,-0.0992512566745691
AT1G06840,0.0357893225931426,0.0833825561271394,-0.0049392495035911,0.1482721710012439
AT1G06890,0.0156832663793596,-0.0781118885441818,-0.0662941090109693,-0.0794382260770867
AT1G06900,-0.0194487379769893,-0.1465767239986108,-0.2836108628371681,-0.1984102510949693
AT1G06950,0.0306617286484145,-0.0204559075129815,-0.1334096193625427,-0.1920881014264897
AT1G06960,-0.0184262246536763,0.1260288438169979,0.0131768613098773,-0.0567795507261604
AT1G07010,-0.0455009677830838,0.0249837434895338,0.0141482672346895,-0.0564786263367665
AT1G07020,0.0586428270009906,0.0890209151538531,0.1344408781560269,-0.0085730443609004
AT1G07040,-0.1003720608122573,0.105562424473166,0.3133220076927863,0.4309480709496091
AT1G07090,0.0064812028420539,-0.1682667119325971,-0.1422719623553623,0.1072302888962428
AT1G07110,-0.061772715299425,0.0388430279520447,-0.0061114290772986,-0.0079435719080268
AT1G07130,0.1037687911480833,0.0280323876392248,0.1270936391188807,0.1838143763966899
AT1G07160,-0.0130894937050119,0.4016011201124492,0.3551257740129467,0.4796685154150163
AT1G07210,0.02718378753605,0.0435176719851735,-0.1090477807279653,-0.2041253366301556
AT1G07220,-0.0038361631862985,0.0508646396902202,-0.1975612860083891,-0.1319250886315825
AT1G07230,0.0174942905193954,0.1032928759463634,0.1386403081332324,0.3065870472008908
AT1G07250,0.0081659757964282,-0.0874946038446169,-0.1923620123056658,-0.1795769816556676
AT1G07260,-0.0231755361266366,0.1495822781073412,-0.0313994240457368,-0.2184794812623597
AT1G07280,0.1000651812555646,0.1311537827599444,-0.0950843842801726,-0.585821182990253
AT1G07390,0.072005403974063,0.2590717983082369,0.0627529566942653,0.0709854812914893
AT1G07410,-0.3665579140625251,-0.2982492510105748,0.0203654555824083,-0.1598624852599556
AT1G07420,0.0773658189479849,0.2561145195759177,0.2329083613827829,0.1475107651014958
AT1G07430,0.0680640970698271,0.2218500593520926,0.1912870165009874,0.2366346513431633
AT1G07440,-0.0758069455499376,0.3478330953205581,0.3269376996180791,0.3431467848964202
AT1G07500,-0.0269090083237832,0.0556413036228151,0.2742343204947085,0.3118401260638379
AT1G07570,-0.0851359515636973,0.1202437563508357,0.1450419468899825,0.1031074869162434
AT1G07610,-0.0438637981996025,-0.1754707992570499,-0.3128467669391869,-0.2206648246303947
AT1G07615,-0.0342297261417093,-0.0889942371630365,-0.009966720935142,0.0487329564809021
AT1G07630,0.2818001960536579,0.0284219790783801,0.011095401053022,0.0204164324419112
AT1G07640,-0.0087384590603679,-0.2309035570629708,-0.4360353269891691,-0.1688629594868106
AT1G07650,0.0534105127934666,0.2165716673196563,0.0027755029289907,-0.0146788622504105
AT1G07700,0.0747548010720623,-0.0714153097118704,-0.019714774173795,0.170801756368834
AT1G07745,-0.0631654635406786,0.0415281092635729,0.1270310336324593,0.1285029159080769
AT1G07790,0.156537385051811,-0.1354839576244857,-0.1825901339291608,-0.2892295847044819
AT1G07840,-0.0522337526615633,-0.1782639180023989,-0.2605561428644948,-0.2587009792888323
AT1G07870,0.0773694387612514,-0.1160456105619217,-0.0015727910581495,0.0544905981970459
AT1G07910,-0.0239076782792799,0.0573009733349594,0.0367111857989176,0.0307271366197805
AT1G07970,0.0099730515896657,0.05402473134635,-0.0439550282225219,-0.0219521845498752
AT1G07990,0.0091072888349076,-0.0616101394317076,-0.1151257386136986,-0.0382212369399031
AT1G08030,-0.0332776682766444,-0.3176146493892311,-0.294507966165568,-0.2750831653492631
AT1G08050,0.0125517103147748,-0.2115028684150992,0.0304582790865421,0.376961008668596
AT1G08060,0.071036862419644,-0.0486928391477581,0.0952263000541012,0.144692353001847
AT1G08070,-0.1512078550552757,-0.0302237418945268,-0.0339044601377309,0.0853575053173077
AT1G08130,0.047617181599257,0.0129330258787111,-0.1271247653827668,-0.1858664004794962
AT1G08170,-0.1248630967733748,0.082658287451588,0.4661667460447685,0.8753060588064988
AT1G08180,-0.0734482644811919,-0.1463114692484536,-0.2326441043594786,-0.1961494187687392
AT1G08190,0.0156106020580879,0.063113841141498,-0.0287286854510499,-0.1378126955875434
AT1G08220,0.0101812942497872,-0.0208596576546743,-0.0628048617900553,-0.103245323750311
AT1G08230,-0.2276503890644513,-0.119585244772841,0.2680417246124232,0.4680560318731306
AT1G08250,0.0372328422448492,0.1448483884892878,0.4835415604087856,0.4743839362323843
AT1G08270,0.2299676134304565,-0.1486789457300257,-0.0270901873811899,0.1020602590769811
AT1G08280,0.1761623209550799,-0.1357399705133088,-0.1274528354287975,-0.2628929351875426
AT1G08315,-0.0112730002434172,-0.1085198467417127,0.0208338280357959,0.2089943375195824
AT1G08320,0.0704762612751281,0.1189570902949427,0.0753634064489694,0.0336018064696268
AT1G08340,0.1712258405913716,-0.1355849083656042,-0.3793518379165961,-0.0187142151250221
AT1G08350,0.219081044155054,0.2857696354925671,0.273046900209385,0.0636497417919166
AT1G08380,0.068395454515695,0.1051137126165498,0.1726859090008003,0.1092981874024711
AT1G08390,-0.0826876676675917,0.066935037045128,0.204017261105208,0.265571369595407
AT1G08410,0.0445197487184515,-0.0869413811427755,-0.1088378815864612,-0.0330674961590003
AT1G08450,-0.0393393010008779,0.0324241237986758,-0.0556973332976227,-0.0395177147513449
AT1G08470,-0.0411257699948422,-0.1664077754506566,-0.1265323692174628,-0.2130118163358799
AT1G08500,0.1000925020797915,0.3613896592853873,-0.1282790865761445,-0.6225581318315537
AT1G08510,0.0753814792855478,-0.065847712272175,-0.1366511187312884,-0.1766279061435142
AT1G08520,-0.1273193824268496,0.2283973639650572,-0.0621511023870907,-0.1165422668750697
AT1G08540,-0.1245768345381515,-0.1726244943669196,-0.1327348219100167,-0.1657540749791562
AT1G08560,-0.0589979584189198,-0.0199116086512805,0.0134455030069753,0.0436740078187019
AT1G08570,-0.0813031667352151,0.1038432193673331,0.3105908372162033,0.6549181251495967
AT1G08590,0.093759124628211,-0.0342673568635159,0.1473093564376621,-0.0011110078696359
AT1G08600,-0.0167721934917961,-0.056808713012665,-0.1028381803497276,-0.1560553745649617
AT1G08610,0.1276610803177909,0.0061423393038631,-0.0473937683738041,0.0436075318270523
AT1G08620,0.0531513050776934,-0.1510747970414279,-0.2303917385399828,-0.3055126642831157
AT1G08630,-0.0589422521822224,0.3081825256312359,0.2611384296424581,0.4051006826977213
AT1G08640,0.0295815780528432,0.0908200592646665,0.0309108224988839,0.015480957033619
AT1G08650,-0.104155653386695,-0.1314662465742209,0.0564496336786401,0.0558633943026791
AT1G08720,-0.0104854255716357,-0.0989069359434739,-0.1048741446671442,0.0458381984443469
