ID_REF,log2_RNA_3H,log2_RNA_15H,log2_RNA_24H
AT1G02140,-0.9317359433124076,-0.3767933020453642,-0.3529505708154447
AT1G02145,-2.4591024109379136,-0.4373324749835973,-0.5523290823112392
AT1G02150,-0.7356482906226232,-0.2189566836765401,0.3162414766404056
AT1G02160,0.108338167343153,-0.4152150338581926,-0.1878545363242398
AT1G02170,-0.0313895718736967,-0.2273227116211637,-0.3263487605794615
AT1G02180,-4.081260560059864,-0.8511959526275511,-2.4347437622462973
AT1G02230,-0.0976210256735442,0.868223827584366,3.3616048478165044
AT1G02260,0.2203363207163942,-0.0141864135462632,0.4803132862653683
AT1G02270,-0.190776490502807,-0.7161498637580334,-0.2433328006852991
AT1G02280,-1.3177747765134518,-0.8007756472170197,-0.6889891960298626
AT1G02290,-1.8548028902567733,-0.5138647141837647,-0.1364029970624128
AT1G02300,-0.6917362866852926,1.6118688795951204,-0.5914458572730121
AT1G02305,-0.7116235613459465,-0.5787366342504335,-0.6123791961206123
AT1G02310,6.882643671757399,0.2420301815796471,-0.04924391554962
AT1G02330,-1.0436534678973035,-0.9802558221333246,-1.055960587344703
AT1G02370,-1.6604585694049976,0.0772135057439392,-0.1966872695377594
AT1G02380,2.211651234999996,0.4898735620360334,0.1927549592126593
AT1G02390,-3.785144874138266,-1.7914086813459078,-3.351308022946651
AT1G02405,2.1639986712213584,0.9360952365187234,1.1922075052874022
AT1G02410,-0.5669804478218979,-0.5881770469546442,-0.7533013230966498
AT1G02420,-0.5843207457620492,-0.2084552787642952,-0.3129389106822178
AT1G02450,-3.153919229770567,-1.863868482731475,-0.7669407581351393
AT1G02475,-0.4618680919312272,-0.5552193598083196,-1.3057806814224022
AT1G02500,-1.799927738743172,-1.0087177392377151,-1.267757806722524
AT1G02520,3.197390453439236,-0.3645765893011521,-0.0370937878255018
AT1G02560,-1.3017824914302505,-0.2836035188890042,-0.8183605959760326
AT1G02610,1.2372765287582552,0.065029190383213,1.7322011767442047
AT1G02640,-8.117347491968099,-4.703297008353384,-5.290060473626782
AT1G02650,-0.4764708678472564,-1.8013731191631996,0.6720796253082005
AT1G02660,2.5014395750447003,0.7371750702486606,0.6205474493624624
AT1G02670,-0.5850824597413193,0.517442189249171,-1.2828218326768417
AT1G02680,-0.0557063490546584,-0.4528315702862412,-0.2596292168649703
AT1G02690,-1.0929414319537478,-0.2196175610131314,-0.1749398974761917
AT1G02700,2.937507541851265,0.1582439115834261,0.3398754695320886
AT1G02720,-2.514707902216659,-0.944763894940614,-1.6928102975956814
AT1G02730,-3.184225604671744,-1.579009158317092,-1.9100926806728529
AT1G02740,-0.8557622561101075,-0.471585603324923,-0.4056773383317878
AT1G02750,1.994308077294866,-0.4848377031898416,0.0829933612877009
AT1G02770,0.7281826618914499,-0.3141732836687326,0.2651685129679518
AT1G02780,-4.238993101028206,-0.6361306781793927,-1.2440970976445924
AT1G02810,-3.5097762698087807,-1.8352496925819528,-3.366299580365056
AT1G02816,1.3593066644954983,0.2915287554566418,0.5865725146670786
AT1G02840,-1.1845256440025436,-0.4782322907121889,-0.4825658677179588
AT1G02850,0.3969180487096896,0.0274233783909012,0.3953186406532264
AT1G02860,-1.043433672987759,-0.9318558877201324,-0.7735578344488206
AT1G02870,-1.114598217355428,-0.5212805472951335,-1.0691511339921038
AT1G02880,0.2738625392540051,-0.1805103614638072,0.4010560022589385
AT1G02890,1.26743426873807,0.3038527615386472,0.7141717141228048
AT1G02910,-0.7110096018752716,-0.2492492011825943,-0.5855642885750071
AT1G02920,-1.027701776814659,0.5648752052901507,1.2324275919368493
AT1G02930,-0.507358845302424,1.1663392123652674,0.6968517895297561
AT1G02960,-0.8526140188938911,-0.733614386687417,-0.3572220397632814
AT1G02970,-3.7065207055648406,-0.4342140500831101,-2.413938282197313
AT1G02980,1.512757992935689,-0.4643493074867698,0.6443133405318202
AT1G02990,-0.6452289371821308,-0.5317920957815779,0.0075935687807715
AT1G03000,-1.6419870052079633,-0.3881673797216995,-0.7293191016520646
AT1G03030,0.685950852756084,0.079772244543294,0.3879258989238379
AT1G03040,-0.224494791000585,-0.1611752619868405,-0.08603959959612
AT1G03060,-0.9941056968740428,-0.2670377446927491,-0.2025257905716848
AT1G03070,5.442297854001144,0.4743308892704818,1.5180583678140436
AT1G03080,-2.4248885200482584,-1.090984403401661,-0.6386546161494481
AT1G03090,0.225612234553604,0.1504841070554333,0.5886887620863117
AT1G03100,-1.1583002193033158,-0.480821284801674,-0.3791962789324352
AT1G03103,1.1802824659954188,0.4198136116737694,1.3907227694574178
AT1G03106,2.0774627813698503,-0.2638952697265407,0.4164850798180404
AT1G03110,-3.159076286637626,-0.5749472739586241,-1.57336141798035
AT1G03120,2.2259400089360675,-0.2968137285445492,-0.2172339962389687
AT1G03130,0.2466493242366943,-0.9261821994223972,-0.751719821216093
AT1G03140,-0.0137295402272324,-0.2626574349838874,-0.4269629314504513
AT1G03150,-1.0808127178540157,-0.5239671057302145,-1.6711469569915478
AT1G03160,-1.9144500639554336,-0.2624166160987612,-0.2427578439510025
AT1G03180,0.0256009250173814,-0.2032764836016592,-1.2524976642800922
AT1G03190,0.170973442398274,-0.2069192076123297,-0.2037603402242485
AT1G03200,0.5653179107171534,0.9434850069778116,0.9367622543562194
AT1G03210,0.4781658655395892,-0.2124137219905795,0.5824173685578203
AT1G03220,-0.466240476451034,-0.143783985626434,-0.0311655654597304
AT1G03230,-0.8032220396126603,-0.8353790429527734,-1.0062291032205646
AT1G03250,-0.7686864075328916,-0.6938492660472395,-1.1236440899190023
AT1G03260,-0.5765377453827728,-0.751443864440867,-0.8388805417590519
AT1G03270,0.7329233390183141,-0.0915191451087689,0.5225931069496133
AT1G03280,-0.7845219300754214,-0.4461536167122554,-0.1914002320018515
AT1G03290,-3.917080733933424,-2.04000873124307,-2.3965096778589827
AT1G03300,-1.3016957124314523,-0.289060012791663,0.3671579864318828
AT1G03310,-3.6440144577042832,-0.798843680533038,-0.9410546506299368
AT1G03330,-1.4381925974940764,-0.8197509207250575,-1.20158364194242
AT1G03340,-3.869006184136829,-1.4698110509325546,-0.6673543927166121
AT1G03350,0.2878086528566668,-0.3944031702043822,-0.7493799789166861
AT1G03360,-2.340552018628004,-0.3922458406841425,-0.7193885103759604
AT1G03365,-0.7009655593050719,-0.3090315533529693,-0.2650531043194354
AT1G03370,0.0296404048894125,-0.2304802140203891,-0.1006731440507797
AT1G03380,0.7976597165174745,0.1038477627998131,0.7014041840716417
AT1G03400,1.3176902264705188,-0.3953396334803891,0.5424716551752284
AT1G03410,-2.0084872362085258,-0.1853743305613883,-1.725501075387334
AT1G03430,-0.33119463062888,-0.1132709982311622,-0.7537517674817954
AT1G03440,0.1521667526451868,-0.4152987718257835,-0.1037168909681855
AT1G03457,-0.9692802933691012,-0.5914778532243258,-0.5240366714913894
AT1G03470,2.81660470540134,0.6185079302045875,0.9772074994452522
AT1G03475,-1.2193441161210308,-0.3671916459715565,-0.9953107173863563
AT1G03510,-1.509107136075404,-0.4838512973206781,-0.9738780066285844
AT1G03520,0.1595126439242769,-0.4930081295069741,-0.1807052330139328
AT1G03530,-0.9594163170031318,-0.0942813757790022,-0.4260617288894072
AT1G03540,-2.578889798177056,-0.2376646029363101,-0.4743021819039881
AT1G03550,1.514544297918897,0.6101564116510273,0.9396729878559548
AT1G03560,-0.6099743100936664,-0.3837361537594622,-0.4680037644447332
AT1G03590,-1.6357335993938211,-0.550770924525183,-0.8908973276369898
AT1G03600,-0.6543841610391161,-0.308495453217265,-0.7098166609379994
AT1G03610,2.000273873943383,0.0692107356494507,0.4383890917567494
AT1G03620,1.0518662425036482,-0.8740865165077953,3.768838194665857
AT1G03630,-5.290281212563181,-3.250389296878265,-3.6087190029898975
AT1G03650,-1.3871296962580089,-1.051054800166361,-1.314264824076487
AT1G03680,-0.8393518754851047,-0.2626702481572859,-0.1303750874975074
AT1G03687,-2.5557171410639574,-0.3972831836614654,-1.426919050009406
AT1G03730,0.0997400120440635,-0.3522698750106506,-0.9200802732798292
AT1G03740,-0.7928328759398561,-0.3094868738564617,0.2259066340023066
AT1G03750,-0.3254412755909208,-0.5305811979148982,0.0182244320156964
AT1G03760,0.9610719310093718,-0.5445122809392787,0.3229177923783697
AT1G03770,1.5468266842453422,-0.0792269207714636,0.6272767728723061
AT1G03790,0.1264914261917266,-0.1457014997498956,-0.0751391777683267
AT1G03830,-1.7119202760751102,-0.5056225130692557,-0.3076978669912534
AT1G03840,-0.7295284544014634,-0.3941297324445042,-1.1522284740221505
AT1G03850,-3.067404014284772,-1.7850309309738568,-2.6383323223251973
AT1G03860,-1.7705742539123368,-0.641706557166191,-1.095544536684263
AT1G03870,-4.448360117601127,-3.7131772721728935,-6.096909510101909
AT1G03880,5.050652326220555,0.0867720198471649,0.3479267429245414
AT1G03890,7.541507185104953,1.2356530682264824,1.604926633134668
AT1G03900,-0.1358959835577184,-0.8189332116917935,-0.4339662907704834
AT1G03905,1.2784017907641616,-0.3714227621316432,0.362972664771178
AT1G03910,0.2335499144076995,-0.3223379567959117,-0.1423354567754266
AT1G03930,-0.3965865072179341,-0.7113355796327832,-0.1707459893774381
AT1G03950,-0.1703963468540601,-0.6621260398203856,-0.7119242267753079
AT1G03960,-0.2413884333731719,0.2197338559807419,0.2595219970076998
AT1G03970,1.299717980696493,-0.2962213739495293,-0.2427373786495761
AT1G03990,5.744570221174784,1.0806083254051813,1.0393249702934089
AT1G04000,0.7534788356513878,-0.2822001154433559,-0.2490539261380892
AT1G04010,-0.5271475690419063,0.3779835034049469,-0.4356124974920857
AT1G04030,-0.124373818034298,-0.5960730188249826,-0.1691336488143454
AT1G04040,1.4839128638985857,-0.0521892096929437,-1.8888543573684533
AT1G04050,-1.7778169251323457,-0.2908649773663034,-0.6259599666098308
AT1G04070,-0.10538521992493,-0.1263881197167953,-1.2233150438070894
AT1G04080,-1.363134343783867,-0.3176483500039819,-0.4489183970227264
AT1G04100,1.4190262589097935,-0.1730146679823662,0.9582983207438032
AT1G04120,-0.0897079893704262,0.487552691119011,0.7076225647077095
AT1G04130,-0.8200513327785104,-0.4140637434605896,-0.1981038531897508
AT1G04140,-0.3314182293098968,-0.0271898790245871,-0.0375831816536485
AT1G04160,-0.5741725839831545,-0.5683913208688874,-2.1905059583825857
AT1G04170,-1.3283450174296496,-0.1357472235527421,-0.6422699774109092
AT1G04190,-1.957511934543999,-0.8808269700580497,-0.4306467514544894
AT1G04200,0.5214615449442082,-0.2645409149455612,-0.0099150457914438
AT1G04210,-1.0191645238475653,-0.2538995576903746,-0.4867645203253533
AT1G04220,-5.18668359565352,-0.8148655063782015,-4.539204070724392
AT1G04230,-0.0682247425531832,-0.3881126902721422,-0.8062054765561932
AT1G04240,-2.211138294873315,-2.417348650326047,-1.809120753157381
AT1G04260,0.0715964608645793,-0.0758423130117883,-0.7535674331332108
AT1G04270,-4.89181664117591,-0.5238536075088217,-1.222504035227595
AT1G04280,-3.849152254871497,-0.820740928312194,-0.7218580885147792
AT1G04290,-2.2105422424768983,-0.8653094839219201,-1.5796940423218484
AT1G04300,0.2345485387956145,-0.2334548190873711,0.4542440828506586
AT1G04310,-1.1744924542373234,-0.5520737768532563,-0.3349159373946017
AT1G04340,-1.4638604669049915,-0.5325709476046023,-1.387275656725286
AT1G04350,0.8733273730925138,0.4435417829328109,1.0724592492248315
AT1G04360,0.9067385129696388,0.9430463221457114,0.5744285595717129
AT1G04390,-0.0587332885193888,0.082663611214276,0.098694215266652
AT1G04400,-0.7627462759927158,-0.3372948656465742,-0.2863891410551181
AT1G04410,-4.016896222760612,-0.7580614485983458,-1.7988426041914267
AT1G04420,-5.104971546456956,-1.083513865762918,-1.8923192177836263
AT1G04430,-1.9525305759496028,-0.9475338845091106,-2.584484526067821
AT1G04440,-0.3630532181825801,-0.4141664550210773,-0.5234534243057416
AT1G04445,2.079377531376345,-0.024313986248066,-0.7643457897192348
AT1G04480,-3.7730193208180935,-0.9158348430077664,-1.7051619153186686
AT1G04490,-2.742347122624711,-1.1411491968802936,-2.093040241344412
AT1G04510,-0.4678171587269178,-0.1746302923842476,-0.4928467758733891
AT1G04520,-4.211387727548537,-3.5001664920444813,-5.182267903696994
AT1G04530,0.1176198914465425,-0.216873154113674,-0.0378328580680281
AT1G04550,-1.619759838641793,-0.6921135791838271,-0.8361686936589842
AT1G04555,0.0024052714822478,-0.2053762266256073,-0.6463653893956545
AT1G04560,4.916214736150867,0.4669067254609427,0.4241916733370036
AT1G04570,1.0953372037893423,-0.1916691058743265,0.1386094415436837
AT1G04580,2.6831762540596564,0.1616321846163394,0.6152973457426352
AT1G04590,-0.8383626624347409,-0.6106834680893624,-0.9111056377343768
AT1G04600,-0.1991322107016201,-0.2380866801505168,-0.3426547360981091
AT1G04620,-1.1646644910781505,-0.1828678142480449,0.110588888903644
AT1G04630,-1.8031996279843527,-0.3629739165704559,-1.4382425346055745
AT1G04635,-2.5473630013816635,-0.6369261299783185,-1.4338568001549656
AT1G04640,-1.3325274211702638,-0.5262562841576993,-1.5007907742294924
AT1G04650,-0.3892761752929395,-0.5317107861937987,-0.9069483160540344
AT1G04660,-0.8348575781466832,-0.2756746873679575,-2.220031126198657
AT1G04690,-1.259822014581766,-0.3976090988674391,-1.2197826017940636
AT1G04700,-3.159343858460398,-1.0038395464135226,-0.933780007101882
AT1G04710,-1.6774236327495826,-0.4910793909874239,-0.9273973642730644
AT1G04730,-1.822728281610586,0.2817250430217149,-1.0716044149230266
AT1G04750,-1.1959284202317622,-0.3621913791522786,-1.0335134557539638
AT1G04770,-0.9905010425941388,-0.4464342788774798,-0.8907030776535648
AT1G04780,-1.5064237197024934,-0.5528268682761525,-0.625835017523732
AT1G04790,-0.7082820611650853,-0.3528300004675897,-0.3521330902077137
AT1G04800,3.323847171899464,0.6592287105182607,0.1572142337007289
AT1G04810,0.5852466573053209,-0.0823118197056438,-0.3049497514142066
AT1G04820,-4.522190014352886,-2.050146909386428,-4.219863819746647
AT1G04830,1.3182777359056743,0.3218605676020572,0.257246337477108
AT1G04840,-0.8941590009501121,-0.2658588503276656,-0.588086662340784
AT1G04850,-1.3859027057858886,-0.959983926893218,-0.7134085799762799
AT1G04860,-0.4840581285167232,-0.029869972386801,-0.369250898578297
AT1G04870,-3.04278130132902,-0.7258230411492447,-0.7848707425112762
AT1G04880,-3.005986661441729,0.677357183155443,-0.1827607201337966
AT1G04900,-4.134555297813428,-0.7195082182716072,-0.9447084217938152
AT1G04910,-0.4325246349283754,-0.319870749620218,-0.5344370454702903
AT1G04920,-1.8144553353973905,-0.4047966648240082,-0.5572976251341764
AT1G04930,-0.4335792358519304,-0.1448315636154589,-0.1803456556063241
AT1G04940,-2.2993133746129653,-0.3817713742359804,-1.0970269993484458
AT1G04945,-1.1206370915368111,-0.2432518166863208,-0.8280206309260064
AT1G04950,-0.9213050893288124,-0.2405354194142707,0.3971701187931168
AT1G04960,-0.1562860271618573,-0.5499783759717277,-0.9000751869470467
AT1G04970,0.477560355404331,-0.3948512325244719,0.2179328996539783
AT1G04980,-2.7874462252635137,-0.0041170781877447,-1.333556286098075
AT1G04985,0.0307054973977032,-0.4339026120229316,-0.3724034167904852
AT1G04990,1.2057089450360554,-1.09697622506694,-1.803187907726686
AT1G05000,-1.5089987180983409,-2.9564140726413486,-3.565970677836916
AT1G05010,2.001506440934399,-1.7806103442811343,-0.0986238727682796
AT1G05020,0.8820765347955236,-0.3228719692790768,0.3545496680174986
AT1G05030,0.515453787582506,-0.3053237760193743,0.2835225334627553
AT1G05055,-0.4225877965444477,-0.3893928144994641,-0.9232160649750872
AT1G05060,2.4295551308444145,0.0049569910321519,0.3978584164573067
AT1G05070,-1.8765966651286188,-0.1154073786016036,-0.8362304336272272
AT1G05120,0.8533636122911966,-0.0630634355340648,0.183838779156023
AT1G05140,-0.6822874004704346,-0.3120533915029598,-0.2979142781575333
AT1G05150,-0.8708704023909323,0.1878357690437911,0.3646556461487255
AT1G05160,-2.630450880945131,-0.7692311656809093,-0.6292376210290739
AT1G05170,0.8023423557413143,-0.4156460639098697,-1.0774302415010537
AT1G05180,-1.535944731893337,-0.7135969707762462,-0.9982321198514738
AT1G05190,-5.765328805264003,-1.3574801658282825,-2.4883431221832986
AT1G05205,-2.638640378805595,-0.7173631511527941,-1.3462869768520445
AT1G05210,-3.211743138999238,-1.429166177363813,-3.8128911097745055
AT1G05230,-1.6748575135950234,-0.5006435903669043,-1.2232257448456594
AT1G05270,0.758698217088016,-0.3489617461863888,-0.1581907774904148
AT1G05300,-3.190882544901255,-0.8566508797857579,-1.1146274269375862
AT1G05320,-3.722491303346972,-0.6434405637571482,-2.2091348727910485
AT1G05330,-2.591521450216685,1.189617927911796,0.483259467667968
AT1G05340,7.242656053127733,0.9975421524455708,1.78194504325419
AT1G05350,-2.9881006583180447,-1.0057897147113224,-1.6199413162720264
AT1G05360,-1.7491891467281822,-1.4436923152768304,-0.739972242230446
AT1G05380,0.0868118647048863,-0.0894953087098202,0.2545363197320823
AT1G05385,-1.3239188990822623,-0.5952778422901248,-0.8303765223942656
AT1G05400,1.0589226816802058,-0.8045101804135563,2.61749136943287
AT1G05410,-0.9703198413638524,-0.3633764192911645,0.0066444817556114
AT1G05430,-1.5661493186897062,-0.623589283108325,-1.9220138788766328
AT1G05460,-3.1389821258050064,-0.2240779985962856,-0.360099263577078
AT1G05470,-2.921693880039633,-0.7692093681347878,-1.573378239480819
AT1G05500,-0.3013376675029345,0.0284858794133191,-0.2117729237002768
AT1G05510,7.952412142669607,0.4947299092268029,1.0111128069984132
AT1G05520,-1.1765410128002642,-0.1596915571828705,-0.5602331828681022
AT1G05560,-1.3600100581937602,0.0044487886681249,-0.3182752727282079
AT1G05570,-4.834405625530104,-1.3843111128886365,-1.7779201363598092
AT1G05590,-3.8579654122952993,-0.7994321319803824,-1.7917350520704318
AT1G05600,-0.9780048652848208,-0.5662180587577477,-0.0791497322489322
AT1G05620,-3.279344989965172,-1.2451532999503911,-2.2575312090858817
AT1G05630,-1.331292863719166,-0.7443359210046322,-0.4791655788113489
AT1G05640,-4.6880563418971,-0.8496789059072114,-0.6689713320237145
AT1G05670,-1.398647893737213,0.0272851033229938,0.0559164511445545
AT1G05680,2.0567384308841272,0.7987062964993115,0.3853411942433573
AT1G05690,-0.1045931061339258,-0.3843935152815096,0.2969995880745689
AT1G05710,-0.7122521698324288,0.1887302634723488,1.258423843963452
AT1G05720,-1.2261903019143392,-0.371654379413913,-0.7836568876962414
AT1G05730,-0.029563368430279,0.6300964762784748,-1.463418322523685
AT1G05750,-0.7552409865855579,-0.3307163727087449,0.0634724706892388
AT1G05780,-0.1444026444826768,-0.2193276162284855,-0.2456793476438101
AT1G05785,1.1202039687484968,-0.0427282848046308,-0.0273574409790345
AT1G05790,0.1920646876147336,-0.5050446639544866,-0.0052031502948495
AT1G05805,-5.414985678441393,-4.747156576885886,-4.015532995859085
AT1G05810,-1.6156141275889315,-0.6264183740903622,-0.5165239393478186
AT1G05820,-0.4650307400791753,-0.0062382011764029,-0.7579531897253782
AT1G05830,-0.9493556946933596,-0.4080865087720199,0.0541797054110988
AT1G05835,0.1654396456808121,0.0864488840199548,-5.185380653154545
AT1G05840,0.1257428210253971,-0.4923889233031487,0.4704062588688725
AT1G05850,-0.8701230314531947,-0.5762053665996507,-1.2101434649316556
AT1G05860,-0.4968607497607547,-0.3215887463644198,-0.2502814898946852
AT1G05870,-1.0694198013747398,-1.107887757445413,-1.867030726088426
AT1G05890,0.2975977471560554,-0.4081995226236554,0.2387589462490053
AT1G05894,0.5278688808223323,-0.6075357110165017,0.5313693667765307
AT1G05900,-1.217144794799151,0.3550947682641061,-0.297879496487856
AT1G05910,-1.9299207632571724,-0.226490568528099,-0.4113650343111912
AT1G05940,-0.2886629157362249,-0.1587419512872132,-0.1752461586349955
AT1G05950,-2.058668536470902,-1.1583857835273692,-2.5091284397327285
AT1G05960,-0.1095391294078448,-0.2088877391337416,0.0643837583891341
AT1G05970,-1.8489416135332843,-0.1538795877112851,0.1268838290464635
AT1G06000,-0.0740551734003077,-0.3509645225137315,-2.02568150793689
AT1G06010,0.3204496128489512,0.126313958913629,-0.1241830395733071
AT1G06040,-2.229761808452485,-0.3054265464105282,-0.5264310452292973
AT1G06050,0.1302010860826346,-0.920074680144326,1.172047455776048
AT1G06060,-0.078731831627357,-0.2952239420911736,-0.2481899285017505
AT1G06070,-0.2956514869537262,-0.2396405082482515,-0.395576391067807
AT1G06080,-9.868746305590232,-3.4137435556902136,-3.817290424969512
AT1G06110,1.0388668566228114,-0.2321043673962009,0.2958735299529295
AT1G06130,-0.1461013599757056,-0.2625249773712516,0.3754579386674209
AT1G06140,-1.6966641913017246,-0.6612658145684966,-0.7901596629371614
AT1G06150,-1.7137084462695855,-0.3936778528096954,-0.3818360819753175
AT1G06180,-1.9232458113119093,-1.5191376887290855,-2.0197214942416664
AT1G06190,-1.1637633115106412,-0.5383591372548039,-1.036266122740056
AT1G06200,-0.2647567542545395,-0.2529627097978798,-0.2552960228877854
AT1G06210,-0.243071284649508,-0.3372042594502188,-0.3973551534890436
AT1G06220,-1.4029363044939358,0.0090759975317447,-0.182015813211559
AT1G06230,0.0960483468922754,-0.1136494541516143,0.1025949234767426
AT1G06240,-1.7045704927244003,-0.6835892904199729,-0.4670968069210263
