ID_REF,log2_D/G_6h_DF2,log2_D/G_16h_DF2,log2_D/G_24h_DF2,log2_RNA_3H_DF3,log2_RNA_15H_DF3,log2_RNA_24H_DF3,log2_D/G_15h_DF5,log2_D/G_24h_DF5,log2_D/G_6h_DF6,log2_D/G_16h_DF6,log2_D/G_24h_DF6
AT1G01370,0.1239126036854762,-0.9361000085251934,-2.3471194813751897,-5.496034258706585,-1.804388808450211,-3.382689515480857,0.0391877555102411,-0.926903223786416,-1.1037954123723008,-0.3649968167792485,-1.3631985677592258
AT1G01420,-0.4042781532073424,0.8377285711011229,2.267651033904164,0.5892255666846185,1.813725114477067,1.4404182045316574,0.1571985627685639,1.419372340267296,-0.2266502553396046,-1.4472658321766507,-0.4118421601190369
AT1G01430,-0.046145459992083,-0.6428152555226394,-1.2572892917716303,-2.8152019388414686,-0.620978980214808,-1.5479327031713024,-0.6619279096512498,-0.2948020556595003,0.2254445708448201,0.2344308542035307,-0.4461089452118495
AT1G01440,-0.0990234974734719,-0.0964297626830928,0.0211940392231515,-0.3104093912332866,-0.3357464203243014,-0.1205751401717149,0.4426449468277801,0.1911059631544601,0.1178565006276552,-0.1152735763664692,-0.0576386258679443
AT1G01470,0.333703834769011,1.4389636148154803,4.229082457608266,6.50598069039839,0.6344267768972096,0.9849814993156248,0.6621687996368203,1.304646494666421,0.1871421675383332,-0.3268467993219388,0.2304274007614197
AT1G01480,0.9038345483342276,1.5582040869701683,7.835303989936799,4.682400613671882,0.264643360365878,0.7411672424105832,1.85304314456632,2.35304925475234,-0.4342393290980554,-0.5275949623696705,0.2203287634562793
AT1G01490,-0.333899925292442,-0.990159909061673,-0.8886795241381654,-2.443191990888094,-1.122468836703507,-1.9032154264480483,-0.8551482746164698,-0.0766594910043697,-0.0225725263988202,-0.4544670554795855,-0.7060418885525214
AT1G01500,-0.0025148071776344,0.6607693952075983,2.5721974245179213,0.6592305512246148,-0.0247294705944625,-0.0146596300352376,0.5317803732502302,1.1020273116248296,-0.0545494107488452,0.2134502451227058,0.7959716372540564
AT1G01510,-0.0547860065139259,-0.1149418531126088,-0.0278727847993712,-2.923667340124941,-0.4214980561811812,-0.8319931547868407,-0.47895182103797,-0.3060923429039999,0.4521850926335055,0.3957181355364422,0.2404906471132323
AT1G01520,0.9731888724747048,1.5648607399900485,6.279458635937378,-1.707471684495539,-0.5462425818370784,0.2985275385223275,-0.83244438892824,0.8262068913532801,-0.3283955186456738,-0.178123524490343,0.8310105945474099
AT1G01540,0.1270295370301754,-0.058589170835309,-0.2245876142262585,-0.6029566948723858,-0.6507359226788021,-0.9122255033127524,-0.2150642889520601,0.25505891486151,0.2792307527838185,0.0587465428408968,0.268427156372196
AT1G01550,0.0523741790312259,0.0720823549863016,0.3888134706718495,0.8835117565710116,-0.204847516677221,0.150190722624301,0.7031711255896402,0.7490903971817795,-0.0818625400192331,-0.3664918474862059,-0.1174053338363178
AT1G01570,0.6829158773439516,-0.1744443846882767,0.5057131959095298,-0.7616431770835886,-0.8870444697447087,-0.3329344631802375,0.0600012856883063,-1.23603383747876,-0.5774288280357486,-0.1556192209589286,0.0727141836404108
AT1G01580,0.2472303398744511,-0.4448526389269417,-0.5580449443831645,-0.0600427541226492,1.5718406384571264,0.7139523384917557,-0.07217907681349,0.6645684239796505,0.361676961161392,0.2795558499079388,0.9504490653903136
AT1G01600,0.7029437890319862,0.4510399508812247,-1.3966817081182112,-2.440754734456141,-0.5447809541534858,-2.065348449066514,0.1403617017388801,0.6334632094281798,0.0282794834796267,0.3868150050723766,0.2772863704344873
AT1G01610,1.038303888176639,-2.01801419027835,-2.2606205554950622,-6.292378361623876,-2.183709974181443,-3.825448750240008,-0.6267247247701998,-1.14928615623492,-0.3552652787614749,-0.8689278955834056,-2.1945246337016853
AT1G01620,-0.0252585108790874,-1.9689342183399448,-2.1583199646261035,-3.862016181883464,-2.033918468305478,-3.8592582184830695,-2.11087296173297,-0.4617242372969098,-0.0576862077079999,-0.0094197929648673,-1.5226989189367803
AT1G01630,0.1719285461123459,0.2921005828400859,-1.6481091587312358,-3.2025337426138023,-0.3262046062746057,-1.1802683704225656,-0.4473687209094499,-0.9430529671096404,0.2763954781540422,0.2646868424516914,-0.8482161777828042
AT1G01640,-0.1703769877365851,0.9526988340070088,1.746838652653072,-0.5053218042611174,-0.3804765782816061,-0.7906546204445257,-0.03847809628573,0.0863211814425999,0.3698711832307089,0.3805167591441065,0.8423503434138078
AT1G01650,-0.208438447293226,0.87214890054214,1.99777638056836,1.3890469704491393,0.2678116665819443,0.3421620084164538,0.4970088294243799,0.6271874652136697,0.2164378063515465,0.5235235597872425,0.9665568787705138
AT1G01690,0.1070260295647905,0.1477896516383914,-0.1904181733063919,-1.3875983807007506,-0.5268390740214647,-1.3588751633604197,-0.8548173841229411,0.3002399595015999,-0.2654437742301709,0.1851067049523948,0.3057702877101559
AT1G01710,0.0337293161033298,0.286463414232559,0.4243551745796676,0.0065958741800777,-0.2375843400636791,-0.2178462622103846,0.1874541707966798,0.1750813320484202,-0.1017687073969444,-0.4040723376052232,0.107053911997274
AT1G01720,-0.1549417088385225,0.940489087964848,3.534666898026088,1.9330641736173275,0.274279509071592,0.8760799038600613,1.1225723915596806,1.3277225019892605,-0.3578488999894707,-0.7573896569750035,-0.0765118981522569
AT1G01725,0.046521403165202,0.81336000317869,1.6993623601417147,0.3602008222761983,-0.2944021806502117,0.7209140927484615,0.8125383793066703,0.8368210254867399,-0.4123389106570375,-0.0979228225826133,0.9515865546407484
AT1G01730,-0.0613214473730306,0.3999368347354597,1.2538979171447708,0.2937735073707337,-0.0176151513440688,0.0008159026016282,0.2621451260465407,0.3815102881248302,0.0800380410319237,-0.2370467016639275,0.504046668304859
AT1G01740,-0.4420687101471557,-0.0029705704827157,0.7112425381275548,-2.8965172591243085,-0.0236578290114517,-0.0477979203182197,-0.9715455022788696,-0.1572582374737501,1.1375035237499351,0.3863186821573169,1.3169158314523737
AT1G01760,0.1614698445045811,-0.0642221732541709,0.0514723891347185,-1.876953551747538,-0.1039864412872486,-0.1610117570478013,0.4678815436303871,0.0011913908283796,1.1044141428320688,-0.3480455398144398,0.4500757159731663
AT1G01770,-0.1385062139842968,-0.000470822744499,0.4291859841071171,-1.27671866987058,-0.1042195804399014,0.1636867230026353,-0.5552459970033302,-0.1230164252929299,-0.4375069566151709,-0.3417590831165541,-0.5247472707343186
AT1G01780,-0.0214790484313939,0.2124375540959443,0.577382727530962,0.0386007353967488,-0.0257346078092792,-1.1055965530214455,-0.1755069071371904,-0.3091196563504101,0.2924613671527857,0.2031064935679363,0.2749168681310353
AT1G01790,-0.2160063686005302,-0.7600132135719229,-1.0820503733928626,-5.422133640342404,-1.14724497774234,-2.243845461928504,-1.04848439060667,0.0451196374175898,0.5202262434937563,-0.3136604789037618,-0.6997468143090854
AT1G01800,-0.0811573588327518,0.0037904377129972,-0.5638626935727571,-0.3518579856067996,-0.3415107772694881,-0.5852641738819868,-0.2836543485455705,-0.3690975474952501,0.195974993435777,0.0553133858313835,0.0057011074708339
AT1G01810,-0.0730671584460329,-0.637339085101905,-0.3058153010874744,0.3846022490857927,-0.3886678292434432,-1.0320532486344085,0.1663918604064503,-0.04400579106666,-0.3324577935585627,-0.8307525064888973,-0.4390745766721087
AT1G01820,-0.0233274668239253,0.5046286142232834,1.4774163265472835,0.5038972409842125,-0.166485357799749,0.0358213119815599,0.0989305907966101,0.3775849266667101,0.2403666995149669,0.0245457463889506,0.4751843379577624
AT1G01830,0.4145826056787046,0.2788435528834059,0.4991604429702889,-2.439898366327102,-0.323804908089659,-0.7129578849176271,-1.658184721426341,-0.6588499497465801,-0.3111545698841591,-0.2642765023727561,0.0103584452713319
AT1G01840,0.2310769020382994,0.1964408574327177,0.5914012396399219,-0.4325812577815335,-0.5776097308992616,-0.564602267824863,-0.4344822987852599,-0.4805283199501899,0.3046035252255358,1.0154243519669957,0.3573587492769746
AT1G01860,0.0025947759528675,0.0483326508884309,0.2242737622631533,-1.7447150258437103,-0.7059077422911332,-0.5158189079204932,-0.1239901998922498,-0.3117065736275395,0.3695525316466662,0.4680987430302574,0.2932887795235274
AT1G01880,0.3894600341622051,0.4501315096895168,0.5677124991433459,-0.0103684243283285,0.0442282078670165,0.2371666252607247,0.1860323108870299,-0.0134145546554201,-0.9017065052542792,0.3810901673555062,-0.1230155671266567
AT1G01900,-0.4639470997597905,-0.4225320358257681,-2.444644898832792,-0.2013553831917738,0.986731899236557,-1.2944994326283346,-0.0869335807790121,0.8806288002268401,-0.2267708618470225,-0.6894566685922618,-0.8699394594356271
AT1G01910,-0.143079235018138,-0.6407072554774115,-0.9899478450435608,-0.9770775195718778,-0.3346522267007411,-1.1443025709065116,0.2375725070885198,-0.2973393673008003,0.1747899311866044,0.0655255217214577,-0.2144586788600678
AT1G01920,0.0878804206451007,0.164197166595156,0.5417273430982597,-1.009767863878899,-0.4261484815139211,-0.3891068759396257,-0.08296340233224,-0.0550487629081093,-0.0910545237471311,0.1641376242035264,0.3733822337198042
AT1G01930,-0.0063138719177085,0.0813319389567909,0.6370369558391983,0.2874524408901198,-0.6495928264605069,-0.2162039654718352,0.5062241352203198,0.3211794090072998,-0.3712301245307457,-0.6312728045038071,-0.2312888218248443
AT1G01940,0.0349858379725018,-0.0550019988244493,-0.0245934622577958,-0.3642237136904233,-0.2273623357693456,-0.8802816857170218,0.2226777284313306,-0.2018414096422498,-0.4155596473268487,-0.3837452643847702,-0.4221328245673305
AT1G01950,0.0238578900321418,-0.0830862689891732,0.0271967269277633,-1.5817536822381395,-0.3272233655982145,-0.7540997223471669,-0.95034979029857,-0.3097400689686704,0.3373891408199225,0.4712098667510907,0.2578786832933091
AT1G01960,-0.1114536565297123,0.1341459512007273,0.3228975731540932,-1.5522205839999774,-0.0221000883337951,0.0283475696298951,-0.3269998850752804,0.4246363961381999,0.3496484040871686,0.0616351725774275,0.0576537942222301
AT1G01970,-0.0558051812537275,0.2298499914731618,0.7327978526451573,0.9523011476460876,0.1809809887016096,0.3615993209979783,0.4533418995775599,0.0948191105607295,-0.145519059874851,-0.0289177315017898,0.5113570722875658
AT1G01990,0.0228541769252193,0.3363185605275047,1.0236695137576517,0.0792182655362809,-0.0611593871712742,-0.0089823994561032,-0.0197166445002502,0.1919670609736005,-0.0107333838910854,0.3006835535039713,0.4008393072829423
AT1G02000,0.0102835840762556,-1.179122374431552,-1.6193391922819975,-1.9721170542128408,-1.3161454133340509,-2.234633343572715,0.7779665454922801,-0.682831437927583,-0.6347592003616206,-0.5428082436988018,-1.44718802288255
AT1G02010,0.0381066989228174,0.1675471865773272,0.76223740748844,-0.8514357297294338,-0.0302706284088492,-0.5263384148561766,-0.01581517580602,0.1149784128081201,0.2556397456626716,0.3098091649387751,0.7675034003517226
AT1G02020,0.0106060059809941,0.3161953760869382,1.1781230618142395,0.2573662740669681,0.1011598576073556,0.1288556190193545,0.1862386033846998,0.7301460871594602,0.1424136003979753,0.4698556641275809,0.2701163841144936
AT1G02050,0.03604218840839,0.5026895558409136,1.5241856462035246,-0.9692799885645386,-0.2828631705819317,-0.0659856945005981,0.122959178667,0.46101252444178,0.2009239517442718,0.1022766793408994,0.8605642118678232
AT1G02060,-0.0879522881901325,0.6105148808952233,1.6684998674152989,-1.517404178716836,-0.3593056563624519,0.5668801514138604,-0.1037697256410598,0.4625868666963899,-0.7430523657264988,0.7919230269918989,0.0378100877586893
AT1G02080,-0.1064299712448696,0.2252192696531203,0.7818229090376726,-0.3553673087347645,0.156914206239493,0.2926655832861452,0.3516573689822103,0.6604411304030098,-0.0070217676511258,-0.1194310305689517,-0.0484290575764288
AT1G02090,-0.045325202993607,-0.3679758242625155,-0.5659032551591708,0.2724657061849404,0.461569960303442,-0.3225452293562912,0.4611230769773298,-0.1240722643223293,-0.5616347786926448,-0.4769432535378761,-0.5074611107207708
AT1G02100,0.0461704038448964,0.4474395603331643,0.9354048851475112,-1.2066731787105809,-0.3406326861280404,-0.1767671619725132,0.0755357847027094,0.0748531753383306,0.3102283544257127,0.3494762918379245,0.7489173599465238
AT1G02110,0.0011916046911602,0.4088511958635477,0.9942450225617332,-1.840242778622184,-0.02184788742172,-0.1278262427037894,-0.3154978860367796,0.1118656148045299,-0.0461089837179313,0.6317245361188939,0.7666055686766222
AT1G02120,-0.0121435869218832,0.603169539567389,1.6013202651106755,0.1261913712637782,-0.0664223171367557,-0.0150481329388746,0.3333676452749606,0.6172235549934297,0.0217041796838496,0.032488662780659,0.681490436119041
AT1G02130,0.0044354385515253,-0.2374911303718764,-0.2680262681742306,-1.12857992831664,-0.324199031924392,-0.8452603373553146,-0.04391904961423,-0.2481514144067605,0.5979625083111269,0.5494300768793009,0.052976696874531
AT1G02140,0.0497824772730374,0.344050043523688,0.7440213561182025,-0.9317359433124076,-0.3767933020453642,-0.3529505708154447,0.0654506729804094,-0.0591220681432503,0.2518784981632724,0.2509125905529593,0.3510605355090296
AT1G02145,-0.0737288050017427,0.2940275846551953,0.9141188840110148,-2.4591024109379136,-0.4373324749835973,-0.5523290823112392,-0.6440491769196401,-0.0143123705259497,0.2107151508419651,0.1690560787072936,0.4437211863368192
AT1G02150,-0.0787147662292478,0.4533423208267065,1.2556594256496671,-0.7356482906226232,-0.2189566836765401,0.3162414766404056,-0.0783320529513595,-0.0094901072954502,0.0288552766922792,0.100005168125995,0.4713578701743027
AT1G02160,-0.0357793043820209,0.296128137652535,0.8036823676453864,0.108338167343153,-0.4152150338581926,-0.1878545363242398,-0.05335854141142,0.0849357514219101,0.0791974126323168,0.1730935908478572,0.3633190951702553
AT1G02170,0.0556709876188619,-0.0938712285335832,-0.1368795149927272,-0.0313895718736967,-0.2273227116211637,-0.3263487605794615,0.8855689690209402,0.25676046890557,-0.2873059488043994,-0.1337128756429772,-0.012259748763401
AT1G02180,0.2651762033052126,-0.2573645777619323,-0.6222060759771673,-4.081260560059864,-0.8511959526275511,-2.4347437622462973,-0.454943540744315,-0.97982900620183,1.0399424812331823,0.5041559738217315,0.4931483257845329
AT1G02230,-0.3675224808696503,-0.3800310494509305,0.3109290959381052,-0.0976210256735442,0.868223827584366,3.3616048478165044,3.67571768099972,2.42807721831816,-1.596103058326357,-0.1212135869690805,1.126633438531017
AT1G02260,0.0974082689781302,0.4734851874983263,1.4185375049854505,0.2203363207163942,-0.0141864135462632,0.4803132862653683,0.1903313971762604,0.42317724135579,0.4522138498125866,0.2653225824290641,0.988813979554552
AT1G02270,0.0128321878857903,0.23572366560776,0.7465330702841984,-0.190776490502807,-0.7161498637580334,-0.2433328006852991,0.33140293214658,0.1729951474696002,-0.2579266772321562,-0.1062243572620768,0.453910390923134
AT1G02280,0.0013891839698401,0.3065103958668656,0.7358228104144567,-1.3177747765134518,-0.8007756472170197,-0.6889891960298626,-0.4951886209631705,-0.7348112132883198,0.1414135771608055,0.4218638370697163,0.4670060580052637
AT1G02290,-0.1363447457864976,-0.1263938306960167,0.1019622792757471,-1.8548028902567733,-0.5138647141837647,-0.1364029970624128,-0.6519438619315,0.2003155312250699,-0.1437090716439694,-0.0863043823081138,0.0147871107107677
AT1G02300,-0.3451808260144635,-0.9963766534971228,-1.4259896218407713,-0.6917362866852926,1.6118688795951204,-0.5914458572730121,-0.4650964001407696,-0.18706802017662,0.8930847960834881,1.9366379390025703,0.9577717646107023
AT1G02305,0.010267965417263,0.3803358243096828,0.6690558511725994,-0.7116235613459465,-0.5787366342504335,-0.6123791961206123,-0.3228504951311902,-0.1154389158240204,0.3710895953097694,0.1703765192297596,0.1617598419808593
AT1G02310,0.4076155474742599,1.0807826547160462,2.135159583281636,6.882643671757399,0.2420301815796471,-0.04924391554962,3.22339064068036,1.6189269015632048,-1.1629908063211,-1.94135141553652,-1.5105149562554048
AT1G02330,-0.0595252406033994,-0.3027272393191282,-0.1691608940533577,-1.0436534678973035,-0.9802558221333246,-1.055960587344703,0.3682337379856006,-0.1007642004728301,-0.3651804148197981,-0.4942562588705304,-0.6686985076612806
AT1G02370,-0.0209247116699808,0.0312053739536734,0.8197788172449466,-1.6604585694049976,0.0772135057439392,-0.1966872695377594,-0.7526199969902903,0.2658626416498607,0.2954038780348759,-0.1435089252910195,-0.1067548729949931
AT1G02380,-0.1926023636956491,0.4754535612120767,1.9167531081271847,2.211651234999996,0.4898735620360334,0.1927549592126593,1.37389666944234,1.47666780883494,-0.8350472925207412,-1.4946553780376517,-0.7717962063592668
AT1G02390,0.3428877135230085,-1.1485413160410756,-1.870708489394005,-3.785144874138266,-1.7914086813459078,-3.351308022946651,-0.2102176255601988,-0.5868383592733921,0.9319110101578306,1.323187540659961,-0.5479682932389546
AT1G02405,0.5440458944366632,1.4484818022823294,1.4387103282632114,2.1639986712213584,0.9360952365187234,1.1922075052874022,0.8508081811657299,-0.41254587962877,0.841004774186154,0.2795751990041891,0.6121530208505721
AT1G02410,-0.0121765766133017,-0.0427102359152694,-0.0887319095911263,-0.5669804478218979,-0.5881770469546442,-0.7533013230966498,0.8950903007087297,0.2587312796372805,-0.2334508075594501,-0.7474010468325168,-0.5081650680281862
AT1G02420,-0.1040152900480858,0.1079409118794528,0.3278383316448829,-0.5843207457620492,-0.2084552787642952,-0.3129389106822178,-0.1044077613068702,-0.21461476151923,-1.0,-0.9400574595437178,3.6244908649077936
AT1G02450,-0.1666498694094514,-0.818161677014187,-1.0277692658136002,-3.153919229770567,-1.863868482731475,-0.7669407581351393,2.003239411309816,0.2263032346990747,0.4694172428814236,-0.027449978285021,-0.8554987501252453
AT1G02475,0.0150123848799015,-0.0574723263815113,-0.6063465601370371,-0.4618680919312272,-0.5552193598083196,-1.3057806814224022,0.3632518038585202,-0.1759627249127403,0.1900201393090196,-0.118803222691096,0.0720769504188784
AT1G02500,0.045729208431873,-0.0599774932017367,-0.5568967828287736,-1.799927738743172,-1.0087177392377151,-1.267757806722524,0.30988869910096,0.4804687538602898,0.1344011413981847,-0.0261661463014476,0.1886560478876399
AT1G02520,0.1229266107644585,0.5969269814473045,0.5055762625420296,3.197390453439236,-0.3645765893011521,-0.0370937878255018,-0.2967755759748498,0.5511213924233697,-0.8392266969272179,-2.2541845296976764,-1.9551401624846176
AT1G02560,-0.0008647260737618,-0.194803949070149,-0.4767884968895615,-1.3017824914302505,-0.2836035188890042,-0.8183605959760326,-0.5135907049814302,-0.5634645672711207,0.2259195386802668,0.129036926085362,-0.0589039752458453
AT1G02610,0.2407835594112032,0.4179344782460285,0.2199953934773474,1.2372765287582552,0.065029190383213,1.7322011767442047,1.3685129470153,2.226237752334363,-0.9003290843546917,-1.5222430794495192,0.053750385777609
AT1G02640,-1.1520432542067065,-4.5496488796738594,-2.7556970215740937,-8.117347491968099,-4.703297008353384,-5.290060473626782,-1.1744999873065098,-2.18273284248946,1.2192514321172112,-0.564520200524103,-2.966609544455968
AT1G02650,-0.1427401721160819,-0.2140240971722272,-0.5145731728297583,-0.4764708678472564,-1.8013731191631996,0.6720796253082005,0.8674475719663208,0.1307156216427761,0.0731075482732694,0.6669313475074373,0.0018846443449429
AT1G02660,0.5208069217229236,1.062099220178253,2.1294098417035987,2.5014395750447003,0.7371750702486606,0.6205474493624624,1.4703249431654604,0.9692816064792004,-0.2410620334400497,-0.4382974055479533,0.458349163111956
AT1G02670,-0.2903417518295291,-0.1915626507007556,-1.0345986615239668,-0.5850824597413193,0.517442189249171,-1.2828218326768417,0.9058176551038508,0.583940902778492,-2.864455329288122,-2.197301440373618,0.2639116907747145
AT1G02680,0.0367492774232632,0.3946092178503576,1.076930405654323,-0.0557063490546584,-0.4528315702862412,-0.2596292168649703,0.0597112608714496,0.3184718861841801,-0.2609024870189824,-0.2971390234068835,0.1711564059050503
AT1G02690,0.0980889466191122,0.5256504733033841,1.848308836020592,-1.0929414319537478,-0.2196175610131314,-0.1749398974761917,-0.8035761917910602,-0.0274541044488307,0.800189742704622,0.5527112324486186,0.7933041488668193
AT1G02700,0.4299556972675894,1.4357139308129545,7.7591504342668305,2.937507541851265,0.1582439115834261,0.3398754695320886,0.2844408560653501,0.91443813317838,-0.1532978522957929,-0.3902832583901069,0.293477591822464
