ID_REF,log2_D/G_15h,log2_D/G_24h
AT1G02730,-0.3422865962098461,1.559841659020505
AT1G02740,-0.5639213464360593,-0.0660775499636603
AT1G02750,1.1058340216810498,0.2541338040966702
AT1G02770,0.3928729810810994,0.3250861317118798
AT1G02780,-0.6830791835324792,-0.6792257646791987
AT1G02810,-0.5721760583492301,-1.11557926115312
AT1G02816,0.2557100727805502,0.6186073796868506
AT1G02840,0.3096354895248503,-0.2102769729136396
AT1G02850,-0.3773924212526296,0.6886193807100094
AT1G02860,0.5292293004229398,0.3205261632342502
AT1G02870,-0.2957022441494102,-0.5466575844312799
AT1G02880,0.6744925979340196,0.585835905683419
AT1G02890,0.8092750810079302,0.9833653936033498
AT1G02910,0.3212125845492199,0.3090329649446904
AT1G02920,0.3586500022852403,-0.6448968893654295
AT1G02930,-0.1689003132538803,-0.90740437676939
AT1G02960,0.5591055161563999,0.0316983163129101
AT1G02970,-0.2690054184361199,-0.8871911031029219
AT1G02980,-0.2863323897005169,-0.660647640724156
AT1G02990,0.4515384499513599,0.4158833682611598
AT1G03000,-0.5690643022453195,-0.0338911848340907
AT1G03030,0.3325532732793901,0.7463088539503406
AT1G03040,0.2418413113753697,0.6226669223733196
AT1G03060,0.4219765377255394,0.3545073956903809
AT1G03070,0.7231669401547597,0.8732114610828355
AT1G03080,-0.3264713151100001,0.0239562197598299
AT1G03090,0.0934198963849101,0.8952367985289298
AT1G03100,-0.2954019070005501,0.3809146348276103
AT1G03103,-0.2112834391038371,0.963810756783064
AT1G03106,0.06843108779527,0.3867678422230901
AT1G03110,-0.7775501251314698,-0.5136061936692204
AT1G03120,0.1263651734182999,1.5148627590053196
AT1G03130,0.65062429449805,-0.0134794268948099
AT1G03140,0.5998467887863798,0.1134202105267503
AT1G03150,-0.0401315003896005,-0.8267019628557501
AT1G03160,-0.97427000805578,-0.4117086200019199
AT1G03180,0.02203966943821,-0.3196110431623201
AT1G03190,0.1892051650740301,0.4110647729512701
AT1G03200,0.2500093789709498,0.23766555178575
AT1G03210,0.2694558620802502,0.4785931101601899
AT1G03220,-0.2514104633115899,0.2863284048567404
AT1G03230,-0.7205450048721804,-0.6212175910487803
AT1G03250,0.2377643372224103,-0.1209835498824097
AT1G03260,-0.0273177389575903,-0.11909198431703
AT1G03270,0.03273568854271,1.3522665849874902
AT1G03280,0.0421560191543201,0.2484421340626304
AT1G03290,0.0449458593505798,-0.1846304617657459
AT1G03300,-2.053330167535183,0.3473057934518501
AT1G03310,-1.73536419080032,0.4190925403454804
AT1G03330,-0.0454916998982098,-0.51965813995355
AT1G03340,0.3320108971930697,-0.0865400468040002
AT1G03350,0.5555822843533693,-0.0621424717646297
AT1G03360,-0.5155495397996901,-0.4741858439575105
AT1G03365,-0.1442505415583204,0.2316332525809903
AT1G03370,1.80303241792069,0.8832599561515898
AT1G03380,0.5907371784898697,1.0469559093283305
AT1G03400,-0.8024699243882542,0.303039085752
AT1G03410,-0.5562926035871761,-0.9055292328787604
AT1G03430,-0.1311608921638397,0.07663772830241
AT1G03440,0.56619581437489,1.04837195633742
AT1G03457,-0.367236686432688,0.0487243781486198
AT1G03470,0.0220154969280405,1.9062070199440004
AT1G03475,-0.6146092342025506,-0.4219752583304804
AT1G03510,-0.1860933830002299,0.2911672589327602
AT1G03520,-0.51124384506228,-0.0409107907146602
AT1G03530,-0.4682178365658504,0.1494779574975595
AT1G03540,-0.1823248310694799,-0.1481150392412501
AT1G03550,0.2254682142056694,0.2280268406184998
AT1G03560,-0.2623895252756503,0.3525445983163701
AT1G03590,0.20698978210546,0.1194405026799899
AT1G03600,-0.0902241971384603,-0.6843325887691599
AT1G03610,0.9190557797604696,0.6152278164387203
AT1G03620,-0.2433683902769639,0.5490261817164122
AT1G03630,-0.8805634283459098,-0.1289381411003801
AT1G03650,-0.1312589961723099,-0.5475881969768804
AT1G03680,-0.6504481544494808,-0.2124749701441891
AT1G03687,-0.3652318577975501,-0.32512412254985
AT1G03730,0.2540760478504403,0.0888567590688999
AT1G03740,-0.12460226734254,0.26942297871369
AT1G03750,-0.0251387433493796,0.3581560271979002
AT1G03760,0.3283220771810706,0.4477383855108998
AT1G03770,-0.1403224960000198,0.4003082012039404
AT1G03790,0.6309678267259502,1.190374175979141
AT1G03830,-0.3875964859373998,0.2888710894748099
AT1G03840,-0.1969353373579699,-0.086771023390175
AT1G03850,1.7714925844161602,1.52195114082246
AT1G03860,0.4172835685672202,-0.3960125739578207
AT1G03870,0.710624748326496,-0.1529283364903899
AT1G03880,1.3865890372276015,2.01588908920824
AT1G03890,1.5674806851999898,3.5246991639136005
AT1G03900,0.3481214947453502,0.1107628019004796
AT1G03905,1.21649362949392,1.3324674717086098
AT1G03910,0.8301360817151703,0.4302573118811599
AT1G03930,0.3569994663094002,0.2818183586923401
AT1G03950,0.7060851116772703,0.3063694486625897
AT1G03960,0.3230479167156594,0.24211101896456
AT1G03970,0.6480815556455699,0.7143891843339906
AT1G03990,0.3263994241130295,1.15133250223369
AT1G04000,0.7411144674386596,-0.0169384507531496
AT1G04010,0.1310234003151099,0.2431042899516598
AT1G04030,0.56581354511738,0.5626399302669403
AT1G04040,0.8290129385073701,0.3532603770537899
AT1G04050,-0.5072528959420428,0.1375424408440797
AT1G04070,0.0162937834620901,-0.4115358295352498
AT1G04080,-0.2206553188234694,0.0633614701416494
AT1G04100,0.1206330388951698,1.1074801817240902
AT1G04120,-0.2664139399959602,1.4466804816494996
AT1G04130,0.11299071166708,0.0841670426665299
AT1G04140,0.27213974981583,0.3599542211284596
AT1G04160,0.7692790295896742,0.315127455819782
AT1G04170,-0.1660216007008204,-0.1047622693548107
AT1G04190,-0.8316592479025295,-0.4753216130040493
AT1G04200,0.3836506030643602,0.34811283714252
AT1G04210,0.45089448005766,-0.0934152393624901
AT1G04220,0.2525132023260328,-0.4777268497913729
AT1G04230,0.4121045723779696,0.1698745925063501
AT1G04240,0.334243291658173,-0.4978461250461351
AT1G04260,0.48931122214708,0.1611431718206205
AT1G04270,-1.0259507260327103,-0.7189080239736807
AT1G04280,-0.5395688468310599,-0.84830084361916
AT1G04290,-0.0037657919706501,-0.6851120876395406
AT1G04300,0.6280298558049998,0.6282530996650397
AT1G04310,-0.5577674286555498,0.7479519627222904
AT1G04340,0.0806653594793296,-0.55726619520311
AT1G04350,-0.3468615155702201,1.0951139150827898
AT1G04360,0.9822428239383898,0.8969524708445399
AT1G04390,0.2564012393088205,0.4609250523622802
AT1G04400,0.7403260856854399,0.2036327369730593
AT1G04410,-1.1563377949769302,-0.7944922793143494
AT1G04420,-1.36317919108643,-1.0329777657097703
AT1G04430,-1.6308929522615778,-0.4828381468154999
AT1G04440,0.6689159292544593,0.2733170306149999
AT1G04445,0.6763107678896191,0.40253697368706
AT1G04480,-0.3963301487708896,-1.0658319308242798
AT1G04490,0.4842248083932182,0.1064820964148462
AT1G04510,0.1112665691246392,0.1017034437932206
AT1G04520,-1.114356398581621,-1.63253075848395
AT1G04530,0.2505443406992203,0.1931969245059502
AT1G04550,-0.5836874945237903,-0.24368940221545
AT1G04555,0.6161535937132304,0.1646365164870496
AT1G04560,0.5272611177378012,1.080629519993801
AT1G04570,0.65672037671166,0.7710480127345598
AT1G04580,0.0687689409454019,-1.1305597118432802
AT1G04590,-0.2716044420247695,-0.1049429757902801
AT1G04600,-0.404220694096705,0.0275463368114599
AT1G04620,-0.95136153260183,-0.4043234429451399
AT1G04630,0.1441568178033805,-0.7164284766199502
AT1G04635,-0.1460648803978701,-0.85053166385689
AT1G04640,-0.7756893498191795,-0.6562998334920401
AT1G04650,-0.0509823252139602,0.5534621929615301
AT1G04660,0.3896380495879806,0.6177746772223304
AT1G04690,-0.1809090170188694,-0.1366853506419296
AT1G04700,0.9654967183252868,0.6330016130113911
AT1G04710,-0.7477221060778702,-0.06765409291312
AT1G04730,-0.1257626336445739,-0.3428776892967989
AT1G04750,0.1866625799372599,-0.1807137970213501
AT1G04770,0.9678312734795904,0.4437366960182896
AT1G04780,0.5253450652069597,-0.2002296196254098
AT1G04790,0.5850918886934597,0.3028266900114709
AT1G04800,0.6222671495723799,1.2172818498412852
AT1G04810,0.8762874772321895,0.2515214088545698
AT1G04820,-0.8985461714943596,-0.8362488058531101
AT1G04830,0.6060429758966998,0.8610919479182496
AT1G04840,-0.4958907414970299,0.1823527407353699
AT1G04850,-0.0129706300981398,-0.0848249060960099
AT1G04860,0.0563711433858297,0.1091070114967598
AT1G04870,-0.6795153867025999,-0.5822903059789803
AT1G04880,-0.635628249910291,-0.434883588793881
AT1G04900,-0.6739246870789801,-0.64908096778822
AT1G04910,0.0195058581004703,0.2126873792002496
AT1G04920,-0.75553557792992,0.3026019649739194
AT1G04930,0.3360999738355201,0.07359776453263
AT1G04940,-1.0729058015597897,-0.5861755923409799
AT1G04945,-0.4522500375832294,-0.2767344586554606
AT1G04950,-0.1993697679243594,0.3735062053879892
AT1G04960,0.8265332476819695,0.1340295033029698
AT1G04970,0.32756158907849,0.4666892288732302
AT1G04980,0.8797125674852104,-0.1313191304636998
AT1G04985,0.6682110853080293,-0.0639119867216999
AT1G04990,0.6410711506103399,0.5121363540899404
AT1G05000,0.2767286265480828,0.02187262459044
AT1G05010,-0.34793257096275,0.3413997312309301
AT1G05020,1.4378006790052693,0.3373166703327549
AT1G05030,0.0179146356436497,0.37356842854006
AT1G05055,-0.0965049438510302,-0.0567715185084497
AT1G05060,0.8843819291517798,0.99213341433016
AT1G05070,-1.04533452818856,-0.2015371516664004
AT1G05120,0.5860166970897503,0.7669513381497602
AT1G05140,-0.3242802243755199,-0.2688036424917397
AT1G05150,-0.0321651668254005,0.6321292443858697
AT1G05160,-0.91889831345773,-0.3996146870443898
AT1G05170,0.5716443698865898,0.2354609796422999
AT1G05180,0.0411871337432599,-0.2995448395208892
AT1G05190,-2.4060139609859004,-1.68044253464101
AT1G05205,-0.6398961323122498,-0.8292163203716605
AT1G05210,0.2029223730772371,-0.3785735597120289
AT1G05230,0.6029793354861499,0.5367951639978501
AT1G05270,0.7576962386243195,0.4440449069227199
AT1G05300,0.3227693775160197,0.0704616633833699
AT1G05320,-0.1012737131529708,-1.029783035119432
AT1G05330,0.0771455327476059,0.4116451188688602
AT1G05340,1.9433993886183905,2.0896768917026
AT1G05350,0.7732188952955399,-0.34523183036448
AT1G05360,-0.0178639426555097,-0.8681533569644699
AT1G05380,0.7813991506816801,0.3457439185044804
AT1G05385,-0.6934609542321302,-0.8631556001710393
AT1G05400,0.2546324745716801,0.4297122800523499
AT1G05410,-0.3282189358643199,-0.2451201912457996
AT1G05430,-0.2075034809151893,-0.5599813090283097
AT1G05460,-1.2733522935927104,0.60425421070088
AT1G05470,-0.8643990105944882,-0.1487176766306102
AT1G05500,0.5554279557104103,0.1242352874262494
AT1G05510,1.2949167717908292,2.56805371654083
AT1G05520,0.0047516453405691,0.2179578452241005
AT1G05560,0.3135122107867295,0.3885197390376104
AT1G05570,-0.7372507489978628,-1.2032632386961997
AT1G05590,-1.020890972054675,-0.5197142553486298
AT1G05600,-0.7959949722316398,0.1012513219185501
AT1G05620,-0.5353101540341401,-1.1803389488421598
AT1G05630,-0.1227803086153208,0.4553666905390596
AT1G05640,-1.3525317270790698,-0.70510587214812
AT1G05670,-0.0904016755156597,0.2157628934631902
AT1G05680,0.9062395327241096,0.8153012257187999
AT1G05690,2.0523807745701403,1.963023571046228
AT1G05710,0.1795623674853,0.2100207817191396
AT1G05720,-0.2800656519079707,-0.06208920744423
AT1G05730,0.4616794260637994,0.2887668575513508
AT1G05750,0.5877257113013997,0.4947669324111195
AT1G05780,0.3627135990242301,-0.1767748764936902
AT1G05785,-0.05992981458028,0.0261097525352996
AT1G05790,0.7205190603944099,0.62123794208721
AT1G05805,-0.0652642096460211,-0.2828718124885587
AT1G05810,-0.5941378121228902,0.3034724293488797
AT1G05820,-0.113249852042207,0.4387875064652302
AT1G05830,0.0793924956705795,0.1658498034142097
AT1G05835,0.559177290991644,0.3283806599038579
AT1G05840,0.4551203839683796,0.7685820205364298
AT1G05850,-0.2408041094770298,0.3632144218894605
AT1G05860,0.3073949801749102,0.3361077403592998
AT1G05870,0.1349181716132297,-0.1437331777786598
AT1G05890,0.3045575496773003,0.5483188560611707
AT1G05894,1.683053704490023,0.848656852172792
AT1G05900,-0.0182199334538998,0.0597954130264697
AT1G05910,-0.4678327477352803,0.031482968675
AT1G05940,0.1334653365742405,0.3700539910883593
AT1G05950,-0.705600726805002,-0.2307505012676337
AT1G05960,0.9871118139291905,0.3403808179998506
AT1G05970,-0.4910619645542498,0.1034590641090398
AT1G06000,-0.4548463845800498,-0.2853528284697797
AT1G06010,-0.2690393588326101,0.3745506507378592
AT1G06040,-0.0182418427078899,-0.2927086936492797
AT1G06050,0.6037035024827402,0.3997958337148399
AT1G06060,0.2479285000597898,0.30934602461535
AT1G06070,0.0317506255295894,0.0934497770078402
AT1G06080,-0.6837352712100101,-1.465863436705351
AT1G06110,-0.15933758693399,0.5752783881037696
AT1G06130,-0.4355665591142601,0.3024348966099702
AT1G06140,-0.1140492420572389,-0.13129274794748
AT1G06150,-0.3220178245762701,0.2339730182855197
AT1G06180,-1.072671472912696,0.0034787496915919
AT1G06190,-0.19130585284723,-0.4360738878032
AT1G06200,0.0910530449092998,0.0156722931594002
AT1G06210,0.4520184867217497,0.3951304804095807
AT1G06220,-0.1615594092472801,0.2532364106747895
AT1G06230,0.72607158522281,0.7064296026433202
AT1G06240,0.31776645271224,-0.0798064218247299
AT1G06250,0.34889739434452,0.0256693545173849
AT1G06270,-0.0097505465217498,-0.0590882333820399
AT1G06290,0.4951804089053509,-0.4174632497069501
AT1G06380,0.0540289808121492,-0.1659289595842502
AT1G06390,-0.5008201059364898,-0.1079906026381804
AT1G06400,0.38937117124164,0.2384670498272702
AT1G06410,0.4386782712389196,0.21432326563
AT1G06430,0.49156153214114,0.4291553218471895
AT1G06440,-0.0699739998940401,0.0546967447068697
AT1G06450,-0.0356237446669299,-0.2288652544741495
AT1G06460,-0.2573729252636498,0.05678629904961
AT1G06470,-0.8727442308419404,-0.4739417825152801
AT1G06490,-0.5752091632484242,-0.20066203825681
AT1G06500,-0.4203737906484204,-0.2016734672280192
AT1G06510,-0.0623798047182903,-0.28523325157156
AT1G06515,0.0597016511177806,-0.3781470319447902
AT1G06520,-2.7967936317612097,-0.3660026634124098
AT1G06530,0.0005625219927194,-0.3507805067024704
AT1G06550,-1.1277648291037898,-0.472369577617
AT1G06560,0.3443134134964599,-0.1679848549860194
AT1G06570,1.43709436253925,1.4310512675031797
AT1G06580,0.13621549220793,0.0055685325406798
AT1G06590,-0.0625725273416599,0.3237778432461396
AT1G06630,0.4746984482125692,0.3502988955098506
AT1G06640,-0.21540817169366,0.3974340691747301
AT1G06645,-0.0335862459235496,0.70388889770922
AT1G06650,0.00700513150497,-0.3588715754551101
AT1G06670,-0.6460893918062994,0.0930298316376402
AT1G06680,-0.9563906801170302,-0.53300326380955
AT1G06690,-0.1594595820878402,0.64290426853908
AT1G06700,0.4758131221711705,0.14926421272209
AT1G06710,0.0161861801549399,0.1701810373789499
AT1G06720,-0.5347803409640299,-0.1292725769037702
AT1G06730,0.2576967470285002,-0.1539686780577703
AT1G06760,-0.21373160569419,0.6398697507729603
AT1G06770,-0.2536390034690696,-0.1205087736962501
AT1G06780,0.3604245948682698,-0.0087626339969801
AT1G06790,-0.8117925238562698,-0.5456894772825499
AT1G06800,0.2292097109989802,-0.1422959599868503
AT1G06820,-0.5588837954727895,-0.5820296834866605
AT1G06840,-0.2612002761647403,0.7564409510534195
AT1G06850,0.050752429036119,-0.7425079928792061
AT1G06870,0.4542098165933299,-0.1017661428057801
AT1G06890,0.1890338950749203,-0.0895527098830697
AT1G06900,-0.3665658601792196,-0.1744632210561399
AT1G06910,-0.2929143206870596,0.3666363415434101
AT1G06950,-0.5702124845679404,-0.2166921029614802
AT1G06960,-0.77914332714234,-0.0689702090498194
AT1G07000,0.8299725471293421,1.00423202978154
AT1G07010,-0.1048408035725099,0.8350061061261999
AT1G07020,-0.2159743186020503,-0.4526803325300906
AT1G07030,0.75632122681598,0.2512551826257496
AT1G07040,1.2591893264111196,1.4266923115754002
AT1G07070,-1.7075968954895502,-1.21040412736674
AT1G07080,-0.3777421853427702,0.0357576558163684
AT1G07090,0.9064507802460398,1.0135204686646202
AT1G07110,-0.0577607441749403,-0.1892145559597198
AT1G07130,0.1693528720213902,0.2310202670063802
AT1G07135,1.05037233214781,0.3628252337820168
AT1G07140,-0.0806744740200795,-0.6519480695795901
AT1G07150,1.4142632278569205,1.5985332461467805
AT1G07160,1.3653134972842718,1.8217204217860776
AT1G07170,0.4150924871715604,-0.0644817383835
AT1G07180,0.3414628739446003,1.33893341316133
AT1G07200,-0.0826907464495399,0.7051379037616301
AT1G07210,-0.2813113173235499,-0.5011583480505203
AT1G07220,-0.3134364720964097,-0.0518943083830799
AT1G07230,0.0373444528243299,0.7353237766241999
AT1G07240,0.4576620028114303,0.75205869646202
AT1G07250,0.5665621574414698,0.3325983549539906
AT1G07260,-0.7269254207662691,-0.4061476021802999
AT1G07280,-0.467168332562035,-0.8119542537936305
AT1G07290,-0.2898593514180451,0.068736046329422
AT1G07300,0.4621315055933898,0.3895331731074829
AT1G07310,0.88195294012485,0.90660983003748
AT1G07320,-1.9699364968616404,-1.3044272720011307
AT1G07350,0.9059242670149504,0.2367760168138702
AT1G07360,0.3232393748560104,0.1674680358391095
AT1G07370,0.0232112985011619,-2.0313690139765
AT1G07380,-0.4152550815126802,0.5290293719673801
AT1G07390,-0.0773020162914299,0.3094911982112601
AT1G07400,2.717617639498889,0.83844775706941
AT1G07410,1.31234525739664,0.2958981208125759
AT1G07420,-0.0817810972378502,1.0014893849205802
AT1G07430,0.5719216030696296,1.5185632477679605
AT1G07440,-3.8731414000757023,-1.8844099191200303
AT1G07470,0.7143010473706396,0.4523925121323905
AT1G07473,0.4009876012156699,1.518762472326228
AT1G07480,0.8513167913061198,0.4523717066771695
AT1G07500,1.4247337177773396,2.46827710858938
AT1G07510,0.7247254553427196,0.8304041090315906
AT1G07520,0.6527040212622502,0.2892319283392603
AT1G07530,0.5443544989741397,1.0502047966357493
AT1G07570,-1.77159137145847,-0.3806261802289102
AT1G07590,0.8860455162254802,-0.38784209946144
AT1G07610,-0.6139312560176201,-0.4589953240483398
AT1G07615,0.3336122806719697,0.04341841699079
AT1G07620,-0.449975373823119,-0.928118952205758
AT1G07630,0.1462345499969403,-0.1348095267255598
AT1G07640,-0.882706691893341,-0.6435721280149618
AT1G07645,0.8328283607768193,1.4104106019275493
AT1G07650,-0.98762250840255,0.7415849716138698
AT1G07660,0.4316204853651203,0.25069680079008
AT1G07670,0.57740513682465,0.07302265877125
AT1G07700,0.9236443070953,0.6338729894417404
AT1G07705,-0.2033246856701303,0.0493415915823199
AT1G07740,0.2028493325880399,0.2492896492786397
AT1G07745,0.1425905009261201,-0.0391855116256
AT1G07750,-0.1435346987184598,0.0795230994604701
AT1G07770,-1.02661431705907,-1.0132147250332697
AT1G07780,-1.15513280221541,-0.5224174978626495
AT1G07790,-0.0893664678699701,-0.0833878645251492
AT1G07810,0.0544322208847703,-0.2761619344607196
AT1G07820,-0.0322919550042896,0.0642981311236104
AT1G07830,-0.4220163243258597,-0.2285656455767099
AT1G07840,-0.5285686272197403,-0.31971482559259
AT1G07870,0.7316834623425799,0.6323051448284197
AT1G07890,0.16139265349098,-0.8428928041584998
AT1G07910,-0.0479052498472603,0.8188498464465893
AT1G07920,-0.3289758657574406,-0.459364414435159
AT1G07930,-0.4086626491750902,-0.4808644633574309
AT1G07940,-0.3806085341034589,-0.3786549187364088
AT1G07950,-0.1600042067843803,-0.4691809268819505
AT1G07960,-0.1033421023109698,-0.2651803866884403
AT1G07970,-0.0337599737054201,0.0089673278346804
AT1G07980,0.6426943851053599,0.1813802793603594
AT1G07985,0.7975775014548212,0.7303189030577802
AT1G07990,0.5602567978750407,0.7835388208395999
AT1G08000,-0.4581522969060602,-0.32352281252247
AT1G08010,0.0867387345137798,0.0026829384754895
AT1G08030,-0.0613377863664704,-0.0276514757405204
AT1G08040,0.1394895130747695,0.1804734969929902
AT1G08050,0.9661205123046795,0.8759184345342702
AT1G08060,0.5580585998718498,0.7181894052988094
AT1G08070,0.30104560398641,0.7811480251670803
AT1G08110,-0.91703100000311,-0.1654904649812404
AT1G08125,-0.68951794297268,-0.16756653969367
AT1G08130,0.01158934440027,0.2630781322421898
AT1G08165,-0.4099415456083298,0.8683652949047851
AT1G08170,0.7275602598056602,1.9382372151577696
AT1G08180,-0.2861573255238196,-0.23313471618523
AT1G08190,0.2447588688497894,0.3699713079409805
AT1G08200,0.4671166922707003,0.1818195802990204
AT1G08210,-0.1652361551328204,0.1488844559491601
AT1G08220,-0.4989996451409397,-0.1800150614384197
AT1G08230,0.0830337019108499,-0.1493699451251096
AT1G08250,0.3753229047877299,0.4462107383872801
AT1G08260,-0.0781438665721299,0.0788728660128099
AT1G08270,0.64896475455628,0.4899533881479504
AT1G08280,-0.7732805741463352,-1.2956989472132798
AT1G08300,0.7555352849397301,0.0639673139386599
AT1G08310,1.1964163847037754,0.5542194355101181
AT1G08315,1.17039681482358,0.33897026750655
AT1G08320,0.0302418649293302,-0.63300367470229
AT1G08340,1.19661887514426,-0.0851499925201299
AT1G08350,-0.17942264762512,0.0189191276993398
